"Entitat_Municipal","Tipologia_subvencio","Subvencio","Beneficiaris","NIF","Objecte","Import","Data_atorgament","Organ_Gestor"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","Fundación Ship2B","G66220286","Convocatòria Barcelona per la Ocupació de Qualitat 2019",10000.0,"09/04/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","GLOBALIS PHARMA CONSULTING, SL","B67195537","Convocatòria Barcelona per la Ocupació de Qualitat 2019",5000.0,"03/06/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","GLOVE ASESORES, S.L.","B61771499","Convocatòria Barcelona per la Ocupació de Qualitat 2019",10000.0,"09/04/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","GRUPO SABITA 2003, S.L.","B66475674","Convocatòria Barcelona per la Ocupació de Qualitat 2019",10000.0,"01/03/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","Gremi Floristes de Catalunya","G08791626","Convocatòria Barcelona per la Ocupació de Qualitat 2019",5000.0,"27/12/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","HABLA Y COMUNICA, S. L.","B65885568","Convocatòria Barcelona per la Ocupació de Qualitat 2019",9000.0,"09/04/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","HNOS. PERADALTA DÍAZ S.L.","B61480422","Convocatòria Barcelona per la Ocupació de Qualitat 2019",6000.0,"07/11/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","HNH","****0287*","Convocatòria Barcelona per la Ocupació de Qualitat 2019",12000.0,"09/04/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","HOTELERA MARINA BARCELONA S.L.","B62385067","Convocatòria Barcelona per la Ocupació de Qualitat 2019",6000.0,"01/03/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","Horno Belcan S.L.","B60635703","Convocatòria Barcelona per la Ocupació de Qualitat 2019",12000.0,"07/11/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","IDEAS EDITORIALES 3003, S.L.","B63242721","Convocatòria Barcelona per la Ocupació de Qualitat 2019",7500.0,"01/03/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","INCREMENTA SERVEIS DE GESTIÓ I CONSULTORIA SL","B61490470","Convocatòria Barcelona per la Ocupació de Qualitat 2019",12000.0,"03/06/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","INDEXO ENERGIA SL","B65993669","Convocatòria Barcelona per la Ocupació de Qualitat 2019",10000.0,"27/12/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","INGENIERIA SOCIAL, SAL","A64842800","Convocatòria Barcelona per la Ocupació de Qualitat 2019",12000.0,"03/06/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","INGENIERIA SOCIAL, SAL","A64842800","Convocatòria Barcelona per la Ocupació de Qualitat 2019",10000.0,"03/06/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","INGENIERIA SOCIAL, SAL","A64842800","Convocatòria Barcelona per la Ocupació de Qualitat 2019",10000.0,"03/06/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","INOXFER","B59847863","Convocatòria Barcelona per la Ocupació de Qualitat 2019",10000.0,"27/12/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","INSTALACIONES INTEGRALES INNOVA, S.L.U.","B65777211","Convocatòria Barcelona per la Ocupació de Qualitat 2019",10000.0,"01/03/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","INSTALACIONES TRUE SL","B65719197","Convocatòria Barcelona per la Ocupació de Qualitat 2019",10000.0,"09/04/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","Infuturo jmc","B66515867","Convocatòria Barcelona per la Ocupació de Qualitat 2019",6000.0,"07/11/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","Infuturo jmc","B66515867","Convocatòria Barcelona per la Ocupació de Qualitat 2019",6000.0,"07/11/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","IVF","****6100*","Convocatòria Barcelona per la Ocupació de Qualitat 2019",12000.0,"03/06/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","JFS","****4924*","Convocatòria Barcelona per la Ocupació de Qualitat 2019",12000.0,"27/12/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","JFS","****4924*","Convocatòria Barcelona per la Ocupació de Qualitat 2019",12000.0,"01/03/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","JLS","****9824*","Convocatòria Barcelona per la Ocupació de Qualitat 2019",10000.0,"01/03/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","JJR","****1323*","Convocatòria Barcelona per la Ocupació de Qualitat 2019",12000.0,"03/06/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","JJR","****1323*","Convocatòria Barcelona per la Ocupació de Qualitat 2019",9000.0,"27/12/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","Klein Ibérica,S.A.U.","A08712341","Convocatòria Barcelona per la Ocupació de Qualitat 2019",12000.0,"01/03/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","Klynos Consultoris, S.L.","B63947733","Convocatòria Barcelona per la Ocupació de Qualitat 2019",10000.0,"09/04/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","LA CARPETA I EL PAPER, SA","A58094624","Convocatòria Barcelona per la Ocupació de Qualitat 2019",7500.0,"01/03/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","LANTROX, S.L.","B62002902","Convocatòria Barcelona per la Ocupació de Qualitat 2019",10000.0,"07/11/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","LANTROX, S.L.","B62002902","Convocatòria Barcelona per la Ocupació de Qualitat 2019",12000.0,"07/11/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","LASAL GLOBALDATA CONSULTING SL","B66130394","Convocatòria Barcelona per la Ocupació de Qualitat 2019",10000.0,"03/06/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","LAVANDERIA YOLANDA S.L.","B60985009","Convocatòria Barcelona per la Ocupació de Qualitat 2019",10000.0,"03/06/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","LED TECHNOLOGICAL SERVICES S.L","B66073941","Convocatòria Barcelona per la Ocupació de Qualitat 2019",5000.0,"14/02/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","LIBERTE FOODS SL","B66813981","Convocatòria Barcelona per la Ocupació de Qualitat 2019",12000.0,"03/06/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","LINKBUB SLU","B66173493","Convocatòria Barcelona per la Ocupació de Qualitat 2019",10000.0,"01/03/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","LOGINFAR SL","B61265237","Convocatòria Barcelona per la Ocupació de Qualitat 2019",10000.0,"27/12/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","LOGISTIC BEETHOVEN, S.A.","A61790366","Convocatòria Barcelona per la Ocupació de Qualitat 2019",12000.0,"03/06/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","LORENTE OFIMÁTICA, SL","B62423439","Convocatòria Barcelona per la Ocupació de Qualitat 2019",12000.0,"09/04/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","La Fàbric@ SCCL","F66077611","Convocatòria Barcelona per la Ocupació de Qualitat 2019",10000.0,"01/03/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","La Fàbric@ SCCL","F66077611","Convocatòria Barcelona per la Ocupació de Qualitat 2019",5000.0,"01/03/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","M&R PROJECT MANAGEMENT SOLUTIONS, S.L.","B66488081","Convocatòria Barcelona per la Ocupació de Qualitat 2019",10000.0,"27/12/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","MDL","****4455*","Convocatòria Barcelona per la Ocupació de Qualitat 2019",12000.0,"09/04/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","MTG","****8317*","Convocatòria Barcelona per la Ocupació de Qualitat 2019",12000.0,"09/04/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","MC ","****1866*","Convocatòria Barcelona per la Ocupació de Qualitat 2019",7500.0,"01/03/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","MISSIVA SERVEIS, S.L.","B60705225","Convocatòria Barcelona per la Ocupació de Qualitat 2019",10000.0,"27/12/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","MOHERCLIMA, S.L.","B64575939","Convocatòria Barcelona per la Ocupació de Qualitat 2019",10000.0,"07/11/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","MVÁ","****9240*","Convocatòria Barcelona per la Ocupació de Qualitat 2019",10000.0,"27/12/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","MUJI SPAIN SLU","B17858861","Convocatòria Barcelona per la Ocupació de Qualitat 2019",7500.0,"07/11/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","MUJI SPAIN SLU","B17858861","Convocatòria Barcelona per la Ocupació de Qualitat 2019",10000.0,"07/11/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","MULLOR S.A","A08440323","Convocatòria Barcelona per la Ocupació de Qualitat 2019",9000.0,"01/03/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","MULLOR S.A","A08440323","Convocatòria Barcelona per la Ocupació de Qualitat 2019",12000.0,"03/06/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","MULLOR S.A","A08440323","Convocatòria Barcelona per la Ocupació de Qualitat 2019",12000.0,"09/04/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","MULLOR S.A","A08440323","Convocatòria Barcelona per la Ocupació de Qualitat 2019",12000.0,"27/12/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","MULLOR SERVICIOS AUXILIARES S.L.","B65290694","Convocatòria Barcelona per la Ocupació de Qualitat 2019",12000.0,"03/06/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","MULLOR SERVICIOS AUXILIARES S.L.","B65290694","Convocatòria Barcelona per la Ocupació de Qualitat 2019",12000.0,"09/04/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","MULLOR SERVICIOS AUXILIARES S.L.","B65290694","Convocatòria Barcelona per la Ocupació de Qualitat 2019",6000.0,"09/04/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","MULLOR SERVICIOS AUXILIARES S.L.","B65290694","Convocatòria Barcelona per la Ocupació de Qualitat 2019",12000.0,"03/06/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","MULLOR SERVICIOS AUXILIARES S.L.","B65290694","Convocatòria Barcelona per la Ocupació de Qualitat 2019",12000.0,"09/04/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","MULLOR SERVICIOS AUXILIARES S.L.","B65290694","Convocatòria Barcelona per la Ocupació de Qualitat 2019",12000.0,"09/04/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","MULLOR SERVICIOS AUXILIARES S.L.","B65290694","Convocatòria Barcelona per la Ocupació de Qualitat 2019",12000.0,"07/11/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","MRP","****8200*","Convocatòria Barcelona per la Ocupació de Qualitat 2019",9000.0,"01/03/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","Menja Futur","B66101221","Convocatòria Barcelona per la Ocupació de Qualitat 2019",12000.0,"09/04/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","MAC","****5420*","Convocatòria Barcelona per la Ocupació de Qualitat 2019",5000.0,"27/12/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","NGA","****6153*","Convocatòria Barcelona per la Ocupació de Qualitat 2019",5000.0,"09/04/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","NSV","****2796*","Convocatòria Barcelona per la Ocupació de Qualitat 2019",12000.0,"01/03/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","NOVARIA ARTISTS SL","B66919028","Convocatòria Barcelona per la Ocupació de Qualitat 2019",12000.0,"27/12/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","OK ","****9516*","Convocatòria Barcelona per la Ocupació de Qualitat 2019",10000.0,"09/04/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","OPTIMA TECHNICAL SERVICES, S.A.","A08821415","Convocatòria Barcelona per la Ocupació de Qualitat 2019",12000.0,"27/12/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","ORTOTECNICA AXIS S.L.","B64212277","Convocatòria Barcelona per la Ocupació de Qualitat 2019",10000.0,"01/03/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","P/Q","****8385*","Convocatòria Barcelona per la Ocupació de Qualitat 2019",5000.0,"09/04/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","PASTISSERIA AVEDA, SL.","B66356916","Convocatòria Barcelona per la Ocupació de Qualitat 2019",7500.0,"09/04/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","PINES ESPAÑOLA S.A.","A08274003","Convocatòria Barcelona per la Ocupació de Qualitat 2019",10000.0,"27/12/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","PLANA FABREGA SERVEIS SL","B64516149","Convocatòria Barcelona per la Ocupació de Qualitat 2019",12000.0,"27/12/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","PLANTA16 COMUNICACIO SL","B66181637","Convocatòria Barcelona per la Ocupació de Qualitat 2019",10000.0,"03/06/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","PROX ADVISORS SL","B66568437","Convocatòria Barcelona per la Ocupació de Qualitat 2019",10000.0,"01/03/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","PULIM, S.A.","A08331290","Convocatòria Barcelona per la Ocupació de Qualitat 2019",10000.0,"07/11/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","Passar via e.i,s.l","B63060651","Convocatòria Barcelona per la Ocupació de Qualitat 2019",6000.0,"01/03/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","Passar via e.i,s.l","B63060651","Convocatòria Barcelona per la Ocupació de Qualitat 2019",12000.0,"01/03/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","Pecunium Capital, SL","B66393315","Convocatòria Barcelona per la Ocupació de Qualitat 2019",10000.0,"01/03/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","Petit Montjuïc S.L.","B66827403","Convocatòria Barcelona per la Ocupació de Qualitat 2019",12000.0,"01/03/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","Pidiscat, s. l.","B61700381","Convocatòria Barcelona per la Ocupació de Qualitat 2019",7500.0,"09/04/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","QUEST GLOBAL ENGINEERING ESPAÑA SL","B83619767","Convocatòria Barcelona per la Ocupació de Qualitat 2019",10000.0,"07/11/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","RBC","****6569*","Convocatòria Barcelona per la Ocupació de Qualitat 2019",10000.0,"09/04/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","RAFAEL RIERA I ARAGO JARDINER, S.L.","B62426481","Convocatòria Barcelona per la Ocupació de Qualitat 2019",9000.0,"27/12/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","RESTAURANTE NOGAL, S.L.","B63746697","Convocatòria Barcelona per la Ocupació de Qualitat 2019",12000.0,"27/12/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","ROGASA CONSTRUCCIONES Y CONTRATAS S.A.U","A58425760","Convocatòria Barcelona per la Ocupació de Qualitat 2019",12000.0,"01/03/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","ROMA INFRAESTRUCTURES I SERVEIS, S.A.U.","A25012386","Convocatòria Barcelona per la Ocupació de Qualitat 2019",12000.0,"09/04/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","ROMA INFRAESTRUCTURES I SERVEIS, S.A.U.","A25012386","Convocatòria Barcelona per la Ocupació de Qualitat 2019",12000.0,"09/04/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","ROMA INFRAESTRUCTURES I SERVEIS, S.A.U.","A25012386","Convocatòria Barcelona per la Ocupació de Qualitat 2019",12000.0,"09/04/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","ROMA INFRAESTRUCTURES I SERVEIS, S.A.U.","A25012386","Convocatòria Barcelona per la Ocupació de Qualitat 2019",12000.0,"09/04/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","RC ","****3000*","Convocatòria Barcelona per la Ocupació de Qualitat 2019",12000.0,"09/04/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","RSd","****0072*","Convocatòria Barcelona per la Ocupació de Qualitat 2019",7500.0,"03/06/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","SAFEWORK, SOLUCIONES INTEGRALES DE SEGURIDAD, S.L.","B61265492","Convocatòria Barcelona per la Ocupació de Qualitat 2019",10000.0,"09/04/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","SEGURETAT ALIMENTARIA I SEGURETAT DE L'AIGUA SLU","B63349591","Convocatòria Barcelona per la Ocupació de Qualitat 2019",12000.0,"27/12/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","SEGURETAT ALIMENTARIA I SEGURETAT DE L'AIGUA SLU","B63349591","Convocatòria Barcelona per la Ocupació de Qualitat 2019",10000.0,"03/06/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","SEPRA SERVEI DE PREVENCIÓ INTEGRAL SCC","F63097992","Convocatòria Barcelona per la Ocupació de Qualitat 2019",7500.0,"27/12/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","SERTRAM,S.A.","A08475899","Convocatòria Barcelona per la Ocupació de Qualitat 2019",12000.0,"03/06/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","SERVEI D'ATENCIÓ A LA DEPENDENCIA SANT JOAN DE DÉU. FUNDACIÓ PRIVADA","G65525180","Convocatòria Barcelona per la Ocupació de Qualitat 2019",12000.0,"01/03/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","SERVEI D'ATENCIÓ A LA DEPENDENCIA SANT JOAN DE DÉU. FUNDACIÓ PRIVADA","G65525180","Convocatòria Barcelona per la Ocupació de Qualitat 2019",12000.0,"07/11/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","SIBALTRON EXPERIENCES S.L.","B64740566","Convocatòria Barcelona per la Ocupació de Qualitat 2019",9000.0,"01/03/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","SIBALTRON EXPERIENCES S.L.","B64740566","Convocatòria Barcelona per la Ocupació de Qualitat 2019",9000.0,"01/03/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","SIBALTRON EXPERIENCES S.L.","B64740566","Convocatòria Barcelona per la Ocupació de Qualitat 2019",9000.0,"01/03/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","SIETE PUERTAS, S.A.","A08456667","Convocatòria Barcelona per la Ocupació de Qualitat 2019",10000.0,"07/11/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","SIETE PUERTAS, S.A.","A08456667","Convocatòria Barcelona per la Ocupació de Qualitat 2019",6000.0,"07/11/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","SIETE PUERTAS, S.A.","A08456667","Convocatòria Barcelona per la Ocupació de Qualitat 2019",6000.0,"07/11/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","SQA","****6551*","Convocatòria Barcelona per la Ocupació de Qualitat 2019",7500.0,"03/06/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","SINTESIS GLOBAL S.L","B62313127","Convocatòria Barcelona per la Ocupació de Qualitat 2019",10000.0,"09/04/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","SOFTWARE SELECCION","B65169344","Convocatòria Barcelona per la Ocupació de Qualitat 2019",10000.0,"07/11/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","SOM FUNDACIO CATALANA TUTELAR","G58371907","Convocatòria Barcelona per la Ocupació de Qualitat 2019",10000.0,"27/12/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","SPECIALISTERNE, S.L.","B66075987","Convocatòria Barcelona per la Ocupació de Qualitat 2019",12000.0,"09/04/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","SWELLON IMPORTS SL","B65969180","Convocatòria Barcelona per la Ocupació de Qualitat 2019",10000.0,"27/12/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","SDC","****2691*","Convocatòria Barcelona per la Ocupació de Qualitat 2019",10000.0,"01/03/2019","Gerència de Presidència i Economia - BASA"
