"Trimestre","Tipus orgànic","Orgànic","DescOrgànic","Tipus subvenció","Subvenció","NIF","Nom","Descripció","Econòmic","Import D"
"","Sectors i districtes","","GER. DRETS SOCIALS","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S06229","P0800234G","INST. MPAL. SERVEIS SOCIALS","APORTACIÓ ADDICIONAL X REORGANITZACIÓ ADMINISTRATI",41040,7399099.34
"","Sectors i districtes","","GER. DRETS SOCIALS","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S06229","P0800234G","INST. MPAL. SERVEIS SOCIALS","APORTACIÓ ADDICIONAL X REORGANITZACIÓ ADMINISTRATI",41040,238238.2
"","Sectors i districtes","","GER. DRETS SOCIALS","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S06229","P0800234G","INST. MPAL. SERVEIS SOCIALS","APORTACIÓ ADDICIONAL X REORGANITZACIÓ ADMINISTRATI",41040,7742258.08
"","Sectors i districtes","","GER. DRETS SOCIALS","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S06229","P0800234G","INST. MPAL. SERVEIS SOCIALS","APORTACIÓ ADDICIONAL X REORGANITZACIÓ ADMINISTRATI",41040,12448030.64
"","Sectors i districtes","","GER. DRETS SOCIALS","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S06229","P0800234G","INST. MPAL. SERVEIS SOCIALS","APORTACIÓ ADDICIONAL X REORGANITZACIÓ ADMINISTRATI",41040,4222060.42
"","Sectors i districtes","","GER. DRETS SOCIALS","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S06229","P0800234G","INST. MPAL. SERVEIS SOCIALS","APORTACIÓ ADDICIONAL X REORGANITZACIÓ ADMINISTRATI",41040,907715.11
"","Sectors i districtes","","GER. DRETS SOCIALS","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S06229","P0800234G","INST. MPAL. SERVEIS SOCIALS","APORTACIÓ ADDICIONAL X REORGANITZACIÓ ADMINISTRATI",41040,2785518.98
"","Sectors i districtes","","GER. DRETS SOCIALS","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S06229","P0800234G","INST. MPAL. SERVEIS SOCIALS","APORTACIÓ ADDICIONAL X REORGANITZACIÓ ADMINISTRATI",41040,6386461.32
"","Sectors i districtes","","GER. DRETS SOCIALS","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S06229","P0800234G","INST. MPAL. SERVEIS SOCIALS","APORTACIÓ ADDICIONAL X REORGANITZACIÓ ADMINISTRATI",41040,953142.65
"","Sectors i districtes","","GER. DRETS SOCIALS","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S06229","P0800234G","INST. MPAL. SERVEIS SOCIALS","APORTACIÓ ADDICIONAL X REORGANITZACIÓ ADMINISTRATI",41040,2544905.83
"","Sectors i districtes","","GER. DRETS SOCIALS","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S06237","P0800234G","INST. MPAL. SERVEIS SOCIALS","Transferència romanents Contracte Programa 2017",41040,1735160.88
"","Sectors i districtes","","GER. DRETS SOCIALS","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S06237","P0800234G","INST. MPAL. SERVEIS SOCIALS","Transferència romanents Contracte Programa 2017",41040,2225000.0
"","Sectors i districtes","","GER. DRETS SOCIALS","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S06239","P5801909B","INST. MPAL. PERSONES DISCAPACITAT","Transferència romanents Contracte Programa 2017",41081,361230.67
"","Sectors i districtes","","GER. DRETS CIUTAD.CULTURA,PARTI.I TRANSP.","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S06462","P5890006I","INST. MPAL. CULTURA (ICUB)","Despeses formació protocol prevenció violencia sex",44300,12584.0
"","Sectors i districtes","","GER. POLÍTICA ECONÒMICA I DESENV. LOCAL","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S06638","P5801908D","INST. MPAL. INFORMATICA (IMI)","Transferència a l'IMI",41031,40000.0
"","Sectors i districtes","","GER. POLÍTICA ECONÒMICA I DESENV. LOCAL","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S06639","P5890006I","INST. MPAL. CULTURA (ICUB)","Transferència a l'ICUB",44300,80000.0
"","Sectors i districtes","","GER. DRETS CIUTAD.CULTURA,PARTI.I TRANSP.","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S06642","P5890006I","INST. MPAL. CULTURA (ICUB)","Aportació mpal anual transferencies de capital",74300,3899248.15
"","Sectors i districtes","","GER. DRETS CIUTAD.CULTURA,PARTI.I TRANSP.","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S06643","Q0801296E","INST. BARCELONA ESPORTS","Aportació conveni DIBA '16 finançament afectat",41070,75291.0
"","Sectors i districtes","","GER. POLÍTICA ECONÒMICA I DESENV. LOCAL","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S06694","A58295296","BASA BARCELONA ACTIVA, S.A.","aportació Barcelona Activa",44400,2500000.0
"","Sectors i districtes","","GER. POLÍTICA ECONÒMICA I DESENV. LOCAL","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S06963","A58295296","BASA BARCELONA ACTIVA, S.A.","Barcelona Activa Feder-Gencat Po-Ris3Cat 2014-2020",44407,401249.49
"","Sectors i districtes","","GER. POLÍTICA ECONÒMICA I DESENV. LOCAL","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S07952","A58295296","BASA BARCELONA ACTIVA, S.A.","aportació Barcelona Activa",44400,5700000.0
"","Sectors i districtes","","GER. POLÍTICA ECONÒMICA I DESENV. LOCAL","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S08213","P5801909B","INST. MPAL. PERSONES DISCAPACITAT","Transferència IMPD",41080,172144.09
"","Sectors i districtes","","GER. DRETS CIUTAD.CULTURA,PARTI.I TRANSP.","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S09771","P5890006I","INST. MPAL. CULTURA (ICUB)","T d'àrea 0704 per acte òpera a la fresca al Liceu",44303,31000.0
"","Sectors i districtes","","GER. RECURSOS","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S10415","P5801908D","INST. MPAL. INFORMATICA (IMI)","SUPORT I DINAMITZACIÓ -PERMISOS OCUPACIÓ ESPAI PÚB",41031,17243.0
"","Sectors i districtes","","GER. MUNICIPAL I COORD.ENS I TERR.","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S10751","P5890006I","INST. MPAL. CULTURA (ICUB)","EXPOSICIÓ ""LES GUITARRES D'EN QUICO PI""",44300,74500.0
"","Sectors i districtes","","GER. DRETS CIUTAD.CULTURA,PARTI.I TRANSP.","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S11492","P5890006I","INST. MPAL. CULTURA (ICUB)","Transf diversos projectes Fons Foment Turisme F.A.",44300,409920.5
"","Sectors i districtes","","GER. DRETS SOCIALS","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S11846","P5890001J","INST. MPAL. EDUCACIO","DEDICACIÓ MITJA JORNADA EDUCADORA A PLA DE BARRIS",41020,9686.55
"","Sectors i districtes","","GER. MUNICIPAL I COORD.ENS I TERR.","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S12138","A62091616","FOMENT DE CIUTAT SA","PLA DE BARRIS - APLICACIÓ PRESSUPOST EXERCICI 2018",44431,5000000.0
"","Sectors i districtes","","GER. MUNICIPAL I COORD.ENS I TERR.","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S12188","P5890006I","INST. MPAL. CULTURA (ICUB)","PLA DE BARRIS - BARRI DE LA MARINA I EL BON PASTOR",44300,180000.0
"","Sectors i districtes","","GER. TURISME, COMERÇ I MERCATS","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S12457","P5801916G","INST. MPAL. MERCATS BARCELONA","PROGRAMA DE MERCATS MUNICIPALS (AGOST)",41051,541272.5
"","Sectors i districtes","","GER. RECURSOS","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S12593","P5801908D","INST. MPAL. INFORMATICA (IMI)","AMPLIACIÓ CONTRACTE ""GESTIÓ ACTIUS DE L'AJ. BCN""",41030,36715.75
"","Sectors i districtes","","GER. POLÍTICA ECONÒMICA I DESENV. LOCAL","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S12646","A58295296","BASA BARCELONA ACTIVA, S.A.","aportació Barcelona Activa",44400,5000000.0
"","Sectors i districtes","","GER. DRETS SOCIALS","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S12648","P0800234G","INST. MPAL. SERVEIS SOCIALS","ADSCRIPCIÓ PERSONAL DIVERSOS SERVEIS TRANSFERITS",41040,5856182.2
"","Sectors i districtes","","GER. ECOLOGIA URBANA","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S12875","P5890051E","INST. MPAL. PAISATGE URBA QUAL.VIDA","APORT. CONVOCATÒRIA AJUTS  REHABILITACIÓ EDIFICIS",71060,13102118.82
"","Sectors i districtes","","GER. DRETS CIUTAD.CULTURA,PARTI.I TRANSP.","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S13659","P5890006I","INST. MPAL. CULTURA (ICUB)","Col·lab. II Edició Premi Dones Joves Creadores",44300,15000.0
"","Sectors i districtes","","GER. ADJ. MOBILITAT I INFRAESTRUCTURES","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S14817","P5801908D","INST. MPAL. INFORMATICA (IMI)","Encarrec de gestió a IMI tasques Projecte Nemo",41030,50082.21
"","Sectors i districtes","","GER. ADJ. MOBILITAT I INFRAESTRUCTURES","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S15078","P5801908D","INST. MPAL. INFORMATICA (IMI)","Encarrec de gestió a IMI tasques Projecte Mobile",41030,23325.29
"","Sectors i districtes","","GER. ADJ. MOBILITAT I INFRAESTRUCTURES","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S15088","A62091616","FOMENT DE CIUTAT SA","Encarrec de gestió FOMENT tasques Projecte Resccue",44431,40219.2
"","Sectors i districtes","","GER. ADJ. MOBILITAT I INFRAESTRUCTURES","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S15089","A66168303","BARCELONA CICLE DE L'AIGUA, SL","Encarrec de gestió BCASA tasques Projecte Resccue",44453,66780.29
"","Sectors i districtes","","GER. POLÍTICA ECONÒMICA I DESENV. LOCAL","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S15278","A58295296","BASA BARCELONA ACTIVA, S.A.","aportació Barcelona Activa",44400,6500000.0
"","Sectors i districtes","","GER. POLÍTICA ECONÒMICA I DESENV. LOCAL","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S15295","A58295296","BASA BARCELONA ACTIVA, S.A.","PRIMERA BESTRETA PROG. GARANTIA JUVENIL",44412,128000.0
"","Sectors i districtes","","GER. POLÍTICA ECONÒMICA I DESENV. LOCAL","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S15296","A58295296","BASA BARCELONA ACTIVA, S.A.","PRIMERA BESTRETA PROG. FORMACIÓ I TREBALL",44412,2871062.72
"","Sectors i districtes","","GER. TURISME, COMERÇ I MERCATS","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S15383","P5801916G","INST. MPAL. MERCATS BARCELONA","PROGRAMA DE MERCATS MUNICIPALS (OCTUBRE)",41051,541272.5
"","Sectors i districtes","","GER. DRETS CIUTAD.CULTURA,PARTI.I TRANSP.","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S15451","P5890006I","INST. MPAL. CULTURA (ICUB)","Aportació despeses Arxiu Fotogràfic",44300,15000.0
"","Sectors i districtes","","GER. DRETS CIUTAD.CULTURA,PARTI.I TRANSP.","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S15456","P5890006I","INST. MPAL. CULTURA (ICUB)","Transf dte Les Corts per projectes La Caldera",44300,30500.0
"","Sectors i districtes","","GER. DRETS CIUTAD.CULTURA,PARTI.I TRANSP.","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S15467","P5890006I","INST. MPAL. CULTURA (ICUB)","Aportació Transferència de capital (modif c6 a c7)",74300,172929.18
"","Sectors i districtes","","GER. DRETS CIUTAD.CULTURA,PARTI.I TRANSP.","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S15485","P5890006I","INST. MPAL. CULTURA (ICUB)","Transferència anual DS Comerç per Campanya Nadal",44303,275000.0
"","Sectors i districtes","","GER. DRETS CIUTAD.CULTURA,PARTI.I TRANSP.","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S15490","P5890006I","INST. MPAL. CULTURA (ICUB)","Transf.Drets Socials per campanyaNadal i Lali Jove",44300,122500.0
"","Sectors i districtes","","GER. DRETS CIUTAD.CULTURA,PARTI.I TRANSP.","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S15622","P5890006I","INST. MPAL. CULTURA (ICUB)","Transf de DS Comerç per activ. proximitat al Nadal",44303,135000.0
"","Sectors i districtes","","GER. DRETS SOCIALS","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S15692","P0800234G","INST. MPAL. SERVEIS SOCIALS","APORTACIÓ ADDICIONAL X REORGANITZACIÓ ADMINISTRATI",41040,728.55
"","Sectors i districtes","","GER. DRETS SOCIALS","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S15692","P0800234G","INST. MPAL. SERVEIS SOCIALS","APORTACIÓ ADDICIONAL X REORGANITZACIÓ ADMINISTRATI",41040,10849.81
"","Sectors i districtes","","GER. DRETS SOCIALS","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S15692","P0800234G","INST. MPAL. SERVEIS SOCIALS","APORTACIÓ ADDICIONAL X REORGANITZACIÓ ADMINISTRATI",41040,10420.53
"","Sectors i districtes","","GER. DRETS SOCIALS","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S15692","P0800234G","INST. MPAL. SERVEIS SOCIALS","APORTACIÓ ADDICIONAL X REORGANITZACIÓ ADMINISTRATI",41040,98264.04
"","Sectors i districtes","","GER. DRETS SOCIALS","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S15692","P0800234G","INST. MPAL. SERVEIS SOCIALS","APORTACIÓ ADDICIONAL X REORGANITZACIÓ ADMINISTRATI",41040,176592.43
"","Sectors i districtes","","GER. DRETS SOCIALS","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S15692","P0800234G","INST. MPAL. SERVEIS SOCIALS","APORTACIÓ ADDICIONAL X REORGANITZACIÓ ADMINISTRATI",41040,698060.0
"","Sectors i districtes","","GER. DRETS SOCIALS","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S15692","P0800234G","INST. MPAL. SERVEIS SOCIALS","APORTACIÓ ADDICIONAL X REORGANITZACIÓ ADMINISTRATI",41040,3429.33
"","Sectors i districtes","","GER. DRETS SOCIALS","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S15692","P0800234G","INST. MPAL. SERVEIS SOCIALS","APORTACIÓ ADDICIONAL X REORGANITZACIÓ ADMINISTRATI",41040,9418.6
"","Sectors i districtes","","GER. DRETS SOCIALS","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S15692","P0800234G","INST. MPAL. SERVEIS SOCIALS","APORTACIÓ ADDICIONAL X REORGANITZACIÓ ADMINISTRATI",41040,36561.5
"","Sectors i districtes","","GER. DRETS SOCIALS","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S15692","P0800234G","INST. MPAL. SERVEIS SOCIALS","APORTACIÓ ADDICIONAL X REORGANITZACIÓ ADMINISTRATI",41040,81593.06
"","Sectors i districtes","","GER. DRETS SOCIALS","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S15692","P0800234G","INST. MPAL. SERVEIS SOCIALS","APORTACIÓ ADDICIONAL X REORGANITZACIÓ ADMINISTRATI",41040,98536.96
"","Sectors i districtes","","GER. POLÍTICA ECONÒMICA I DESENV. LOCAL","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S15800","A58295296","BASA BARCELONA ACTIVA, S.A.","aportació Barcelona Activa",44400,1500000.0
"","Sectors i districtes","","GER. DRETS SOCIALS","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S15817","P0800234G","INST. MPAL. SERVEIS SOCIALS","TRASPAS IMSS IMPORTS DESR 2018",41040,80999.11
"","Sectors i districtes","","GER. DRETS SOCIALS","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S15817","P0800234G","INST. MPAL. SERVEIS SOCIALS","TRASPAS IMSS IMPORTS DESR 2018",41040,205650.2
"","Sectors i districtes","","GER. DRETS SOCIALS","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S15817","P0800234G","INST. MPAL. SERVEIS SOCIALS","TRASPAS IMSS IMPORTS DESR 2018",41040,1511641.92
"","Sectors i districtes","","GER. DRETS SOCIALS","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S15817","P0800234G","INST. MPAL. SERVEIS SOCIALS","TRASPAS IMSS IMPORTS DESR 2018",41040,1159194.47
"","Sectors i districtes","","GER. DRETS SOCIALS","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S15817","P0800234G","INST. MPAL. SERVEIS SOCIALS","TRASPAS IMSS IMPORTS DESR 2018",41040,740128.58
"","Sectors i districtes","","GER. DRETS SOCIALS","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S15817","P0800234G","INST. MPAL. SERVEIS SOCIALS","TRASPAS IMSS IMPORTS DESR 2018",41040,1738202.17
"","Sectors i districtes","","GER. DRETS SOCIALS","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S15817","P0800234G","INST. MPAL. SERVEIS SOCIALS","TRASPAS IMSS IMPORTS DESR 2018",41040,1297715.0
"","Sectors i districtes","","GER. DRETS SOCIALS","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S15817","P0800234G","INST. MPAL. SERVEIS SOCIALS","TRASPAS IMSS IMPORTS DESR 2018",41040,191997.5
"","Sectors i districtes","","GER. DRETS CIUTAD.CULTURA,PARTI.I TRANSP.","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S15873","P5890006I","INST. MPAL. CULTURA (ICUB)","Aportació diverses actuacions inversió cap 7 ICUB",74300,661000.0
"","Sectors i districtes","","GER. DRETS CIUTAD.CULTURA,PARTI.I TRANSP.","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S15874","P5801908D","INST. MPAL. INFORMATICA (IMI)","Aport.serveis tràmits telefònics i telemàtics DIAC",41031,18948.73
"","Sectors i districtes","","GER. DRETS CIUTAD.CULTURA,PARTI.I TRANSP.","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S15879","Q0801296E","INST. BARCELONA ESPORTS","Transf Gerència RH increments llei 6/2018 i altres",41070,1678.8
"","Sectors i districtes","","GER. DRETS CIUTAD.CULTURA,PARTI.I TRANSP.","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S15880","P5890006I","INST. MPAL. CULTURA (ICUB)","Transf Gerència RH increments llei 6/2018 i altres",44300,965275.89
"","Sectors i districtes","","GER. PRESIDÈNCIA I ECONOMIA","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S15918","P5801911H","INST. MPAL. HISENDA","Regularització despeses de personal",41000,275000.0
"","Sectors i districtes","","GER. DRETS SOCIALS","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S15962","P5890001J","INST. MPAL. EDUCACIO","REGULARITZ COST PGE, ACORD COND LABORALS I ALTRES",41020,2802655.63
"","Sectors i districtes","","GER. DRETS SOCIALS","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S15964","P5801909B","INST. MPAL. PERSONES DISCAPACITAT","REGULARITZ COST PGE, ACORD COND LABORALS I ALTRES",41080,199207.54
"","Sectors i districtes","","GER. DRETS SOCIALS","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S15965","P0800234G","INST. MPAL. SERVEIS SOCIALS","REGULARITZ COST PGE, ACORD COND LABORALS I ALTRES",41040,2176810.12
"","Sectors i districtes","","GER. DRETS SOCIALS","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S15966","P5801915I","INSTITUT MUNICIPAL DE L'HABITATGE IREHABILITACIO DE BARCELONA","REGULARITZ COST PGE, ACORD COND LABORALS I ALTRES",44320,1220.22
"","Sectors i districtes","","DTE. HORTA-GUINARDÓ","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S16145","P0800234G","INST. MPAL. SERVEIS SOCIALS","transferència IMSS Martí Codolar",48904,58800.0
"","Sectors i districtes","","GER. PRESIDÈNCIA I ECONOMIA","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S16179","P5801915I","INSTITUT MUNICIPAL DE L'HABITATGE IREHABILITACIO DE BARCELONA","aportació IM Habitatge",44320,2174576.54
"","Sectors i districtes","","GER. POLÍTICA ECONÒMICA I DESENV. LOCAL","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S16198","P5890006I","INST. MPAL. CULTURA (ICUB)","TRANSFERÈNCIA INSTITUT DE CULTURA DE BARCELONA",44300,30000.0
"","Sectors i districtes","","GER. ECOLOGIA URBANA","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S16268","P5890051E","INST. MPAL. PAISATGE URBA QUAL.VIDA","Transferencia IMPU EXECUCIO MITGERES FOTOVOLTAIQUE",71060,79724.2
"","Sectors i districtes","","DTE. SANTS-MONTJUÏC","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S16270","P5801915I","INSTITUT MUNICIPAL DE L'HABITATGE IREHABILITACIO DE BARCELONA","LLOGUERS VITALICIS PRÍNCEP JORDI-2018",48003,3800.0
"","Sectors i districtes","","DTE. NOU BARRIS","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S16283","P5890001J","INST. MPAL. EDUCACIO","TRANSFERENCIA  INSTITUT MUNICIPAL D'EDUCACIÓ",41020,5000.0
"","Sectors i districtes","","GER. PRESIDÈNCIA I ECONOMIA","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S16310","P5890006I","INST. MPAL. CULTURA (ICUB)","Aportació ICUB",44300,50000.0
"","Sectors i districtes","","DTE. HORTA-GUINARDÓ","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S16316","P5801915I","INSTITUT MUNICIPAL DE L'HABITATGE IREHABILITACIO DE BARCELONA","rehabilitació Llobregós 175",74306,25284.91
"","Sectors i districtes","","GER. MUNICIPAL I COORD.ENS I TERR.","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S16347","A62091616","FOMENT DE CIUTAT SA","PLA DE BARRIS - APLICACIÓ PRESSUPOST 2018 (II)",44431,3601669.1
"","Sectors i districtes","","GER. TURISME, COMERÇ I MERCATS","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S16362","A58295296","BASA BARCELONA ACTIVA, S.A.","APORTACIÓ ANUAL 2018",44400,400000.0
"","Sectors i districtes","","GER. TURISME, COMERÇ I MERCATS","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S16362","A58295296","BASA BARCELONA ACTIVA, S.A.","APORTACIÓ ANUAL 2018",44400,750000.0
"","Sectors i districtes","","GER. DRETS CIUTAD.CULTURA,PARTI.I TRANSP.","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S16419","Q0801296E","INST. BARCELONA ESPORTS","Aportació DIBA conveni esdeveniments esportius '17",41070,114281.0
"","Sectors i districtes","","GER. DRETS SOCIALS","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S16421","P5890001J","INST. MPAL. EDUCACIO","TRANS PER L'ADDENDA AL CONVENI IMEB-BCN FORM PROF",41020,100000.0
"","Sectors i districtes","","GER. DRETS CIUTAD.CULTURA,PARTI.I TRANSP.","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S16425","Q0801296E","INST. BARCELONA ESPORTS","Aportació per Grans esdeveniments esportius amb FA",41070,150000.0
"","Sectors i districtes","","GER. DRETS CIUTAD.CULTURA,PARTI.I TRANSP.","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S16426","P5890006I","INST. MPAL. CULTURA (ICUB)","Aport. FFT col·locació urinaris via pública amb FA",44300,170000.0
"","Sectors i districtes","","GER. DRETS CIUTAD.CULTURA,PARTI.I TRANSP.","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S16427","P5890006I","INST. MPAL. CULTURA (ICUB)","Aport. transferència capital (modif c6 IMI a c7)",74300,150000.0
"","Sectors i districtes","","GER. DRETS CIUTAD.CULTURA,PARTI.I TRANSP.","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S16461","P5890006I","INST. MPAL. CULTURA (ICUB)","Aportació addicional D.Comerç per campanya NADAL",44303,200000.0
"","Sectors i districtes","","GER. DRETS CIUTAD.CULTURA,PARTI.I TRANSP.","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S16463","P5890006I","INST. MPAL. CULTURA (ICUB)","Aport Pla de Barris projecte cultural Dte S. Martí",44300,24190.2
"","Sectors i districtes","","GER. DRETS CIUTAD.CULTURA,PARTI.I TRANSP.","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S16464","P5890006I","INST. MPAL. CULTURA (ICUB)","Aportació D.Comerç inauguració eix com. La Pionera",44300,15000.0
"","Sectors i districtes","","GER. DRETS SOCIALS","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S16473","P0800234G","INST. MPAL. SERVEIS SOCIALS","TRANSFERÈNCIA IMSS CONTRACTE PROGRAMA 2016-19",41040,27474.8
"","Sectors i districtes","","GER. DRETS SOCIALS","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S16473","P0800234G","INST. MPAL. SERVEIS SOCIALS","TRANSFERÈNCIA IMSS CONTRACTE PROGRAMA 2016-19",41040,2203708.07
"","Sectors i districtes","","GER. DRETS SOCIALS","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S16473","P0800234G","INST. MPAL. SERVEIS SOCIALS","TRANSFERÈNCIA IMSS CONTRACTE PROGRAMA 2016-19",41040,2400000.0
"","Sectors i districtes","","GER. DRETS CIUTAD.CULTURA,PARTI.I TRANSP.","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S16476","P5890006I","INST. MPAL. CULTURA (ICUB)","Aport.Rel.Intern. Xarxa World Cities Culture Forum",44300,8000.0
"","Sectors i districtes","","GER. DRETS CIUTAD.CULTURA,PARTI.I TRANSP.","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S16478","P5890006I","INST. MPAL. CULTURA (ICUB)","Aport. G.Política Econòm.""Collide Int.""CERN amb FA",44300,56180.0
"","Sectors i districtes","","GER. POLÍTICA ECONÒMICA I DESENV. LOCAL","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S16481","A58295296","BASA BARCELONA ACTIVA, S.A.","Barcelona Activa Feder-Gencat Po-Ris3Cat 2014-2020",44407,979754.12
"","Sectors i districtes","","GER. DRETS CIUTAD.CULTURA,PARTI.I TRANSP.","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S16503","P0800234G","INST. MPAL. SERVEIS SOCIALS","Aportacions per conveni amb CÀRITAS",41040,89834.0
"","Sectors i districtes","","GER. DRETS CIUTAD.CULTURA,PARTI.I TRANSP.","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S16503","P0800234G","INST. MPAL. SERVEIS SOCIALS","Aportacions per conveni amb CÀRITAS",41040,60000.0
