"Tipus ens","Òrgan contractant","Contracte núm","Tipus de contracte","Objecte contracte","Data formalització","Preu contracte","Data formalització modificació","Import modificació","Modificació prevista en el plec","Modificació no prevista en el plec","% variació sobre el preu del contracte"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA ACTIVA, S.A.","11572","Serveis","EXP. 12/18 LOT 2: SERVEIS DE MANTENIMENT INTEGRAL DELS EDIFICIS: PARC TECNOLÒGIC BARCELONA NORD, INCUBADORA ALMOGÀVERS, CAN ANDALET, CONVENT DE SANT AGUSTÍ, PUNT JOVE DE SANT ANDREU I EQUIPAMENT DEL CARRER VILALBA DELS ARCS DEL CONTRACTE DE SERVEIS DE MANTENIMENT GLOBAL DELS EDIFICIS DE BARCELONA ACTIVA, AMB INCORPORACIÓ D’OBJECTIUS D’EFICIÈNCIA SOCIAL. + MODIFICACIO AMB DATA 23/12/2019 + PRORROGA AMB DATA 13/02/2020","01/08/2018",354393.66,"23/12/2019","6004.83","x","","0.02"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA ACTIVA, S.A.","11609","Serveis","EXP. 04/18 LOT 33: CANALS DE RECERCA DE FEINA CORRESPONENT A LA PRESTACIÓ DELS SERVEIS PER AL DISSENY, CREACIÓ I IMPARTICIÓ DE LES ACCIONS FORMATIVES DE DETERMINADES ESPECIALITATS DE L’OFERTA FORMATIVA ESTABLE DE BARCELONA ACTIVA.+ MODIFICACIO AMB DATA 04/10/2019","02/07/2018",50400.0,"04/10/2019","3811.50","x","","0.08"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA ACTIVA, S.A.","11386","Serveis","EXP 68/17 SERVEIS DE NETEJA DELS EQUIPAMENTS PARC TECNOLÒGIC I CA N'ANDALET GESTIONATS PER BARCELONA ACTIVA SAU SPM. + MODIFICACIO AMB DATA 30/04/2019 + PRORROGA AMB ADATA 21/01/2020","05/04/2018",337678.89,"30/04/2019","9030.31","x","","0.03"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA ACTIVA, S.A.","11557","Serveis","EXP. 53/17 LOT 1 SEU CENTRAL, PORTA22 I INCUBADORA D’EMPRESES GLÒRIES UBICATS AL CARRER LLACUNA, 162-164 PER A L'ADJUDICACIÓ DEL CONTRACTE DE SERVEIS DE NETEJA DELS EQUIPAMENTS GESTIONATS PER BARCELONA ACTIVA SAU SPM, AMB INCORPORACIÓ D'OBJECTIUS D'EFICIÈNCIA SOCIAL. EXP. 53-17. LOT 2 ALMOGÀVERS BUSINESS FACTORY UBICAT AL CARRER ALMOGÀVERS, 165, OFICINA D’ATENCIÓ A LES EMPRESES (OAE), MSTARTUP  I CIBERNÀRIUM  UBICATS AL CARRER ROC BORONAT, 117 (EDIFICI MEDIATIC) PER A L'ADJUDICACIÓ DEL CONTRACTE DE SERVEIS DE NETEJA DELS EQUIPAMENTS GESTIONATS PER BARCELONA ACTIVA SAU SPM, AMB INCORPORACIÓ D'OBJECTIUS D'EFICIÈNCIA SOCIAL. EXP. 53-17. +MODIFICACIO LOT 2 AMB DATA 30/04/2019MODIFICACIO LOT 2 AMB DATA 11/10/2019","06/07/2018",624301.97,"30/04/2019","2563.07","x","","0.00"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA ACTIVA, S.A.","11557","Serveis","EXP. 53/17 LOT 1 SEU CENTRAL, PORTA22 I INCUBADORA D’EMPRESES GLÒRIES UBICATS AL CARRER LLACUNA, 162-164 PER A L'ADJUDICACIÓ DEL CONTRACTE DE SERVEIS DE NETEJA DELS EQUIPAMENTS GESTIONATS PER BARCELONA ACTIVA SAU SPM, AMB INCORPORACIÓ D'OBJECTIUS D'EFICIÈNCIA SOCIAL. EXP. 53-17. LOT 2 ALMOGÀVERS BUSINESS FACTORY UBICAT AL CARRER ALMOGÀVERS, 165, OFICINA D’ATENCIÓ A LES EMPRESES (OAE), MSTARTUP  I CIBERNÀRIUM  UBICATS AL CARRER ROC BORONAT, 117 (EDIFICI MEDIATIC) PER A L'ADJUDICACIÓ DEL CONTRACTE DE SERVEIS DE NETEJA DELS EQUIPAMENTS GESTIONATS PER BARCELONA ACTIVA SAU SPM, AMB INCORPORACIÓ D'OBJECTIUS D'EFICIÈNCIA SOCIAL. EXP. 53-17. +MODIFICACIO LOT 2 AMB DATA 30/04/2019MODIFICACIO LOT 2 AMB DATA 11/10/2019","06/07/2018",348103.73,"11/10/2019","5998.74","x","","0.02"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA ACTIVA, S.A.","11064","Serveis","EXP. 57/17  CONTRACTE DE SERVEIS D'ASSISTÈNCIA TÈCNICA EN LA GESTIÓ ADMINISTRATIVA DELS EXPEDIENTS DE SOL·LICITUD DE SUBVENCIONS PER AL FOMENT DE LA CONTRACTACIÓ. + MODIFICACIO AMB DATA 02/03/2018 + PRORROGA AMB DATA 23/11/2018 + MODIFICACIO AMB DATA 26/02/2019","23/10/2017",149599.56,"26/02/2019","45738.00","x","","0.31"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA D'INFRAESTRUCTURES MUNICIPALS, S.A.","010.1619.050 ","Serveis","Serveis de Direcció d’Execució de les obres de l'Escola de Mitjans Audiovisuals (EMAV) al Bloc 7 del recinte de Can Batlló, al Districte de Sants-Montjuïc de Barcelona.","31/01/2017",344850.0,"09/05/2019","29630.48","X","","0.09"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA D'INFRAESTRUCTURES MUNICIPALS, S.A.","010.1619.050 ","Serveis","Serveis de Direcció d’Execució de les obres de l'Escola de Mitjans Audiovisuals (EMAV) al Bloc 7 del recinte de Can Batlló, al Districte de Sants-Montjuïc de Barcelona.","31/01/2017",344850.0,"29/07/2019","2268.75","X","","0.01"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA D'INFRAESTRUCTURES MUNICIPALS, S.A.","010.1619.056","Obres","Obres de reforma i rehabilitació del Bloc 7 de Can Batlló per a la nova seu de l'Escola de Mitjans Audiovisuals EMAV, al Districte de Sants-Montjuïc de Barcelona.","13/02/2017",9843039.39,"14/01/2019","1903547.80","X","","0.19"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA D'INFRAESTRUCTURES MUNICIPALS, S.A.","010.1619.063","Serveis","Serveis de coordinació de seguretat i salut en fase d’execució de les obres de l'Escola de Mitjans Audiovisuals (EMAV) al Bloc 7 del recinte de Can Batlló, al Districte de Sants-Montjuïc de Barcelona.","17/01/2017",55675.13,"17/01/2019","13612.50","X","","0.24"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA D'INFRAESTRUCTURES MUNICIPALS, S.A.","010.1619.275","Serveis","Serveis de Coordinació de Seguretat i Salut de les obres relatives al projecte executiu de la reurbanització del carrer Vila i Vilà entre el carrer Palaudàries i el passeig Josep Carner, i projecte de millora del sistema de drenatge Paral·lel – Ronda Sant Pau – Vila i Vilà. Fase 2: carrer Vila i Vilà entre carrera i Palaudàries al districte de Sants-Montjuïc de Barcelona","14/02/2018",49095.75,"20/06/2019","9164.54","X","","0.19"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA D'INFRAESTRUCTURES MUNICIPALS, S.A.","010.1619.280","Serveis","Serveis de direcció de les obres relatives al projecte de millora del sistema de drenatge Paral.lel-Rda. Sant Pau-Vila i Vilà, Fase 2: c. Vila i Vilà entre Carrera i Palaudàries i projecte executiu de la reurbanització del c. Vila i Vilà entre el c. Palaudàries i el Passeig Jodep Carner, al districte de Sants-Montjuïc.","22/03/2018",190768.6,"20/06/2019","35531.65","X","","0.19"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA D'INFRAESTRUCTURES MUNICIPALS, S.A.","010.1619.280","Serveis","Serveis de direcció de les obres relatives al projecte de millora del sistema de drenatge Paral.lel-Rda. Sant Pau-Vila i Vilà, Fase 2: c. Vila i Vilà entre Carrera i Palaudàries i projecte executiu de la reurbanització del c. Vila i Vilà entre el c. Palaudàries i el Passeig Jodep Carner, al districte de Sants-Montjuïc.","22/03/2018",190768.6,"05/12/2019","88330.00","","X","0.46"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA D'INFRAESTRUCTURES MUNICIPALS, S.A.","010.1619.341","Obres","Obres relatives al projecte de reurbanització del c. Carreras Candi i del c. Esteràs entre la Riera Blanca i el c. Sugranyes, al districte de Sants-Montjuïc.","20/09/2018",1846931.09,"06/11/2019","222539.75","X","","0.12"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA D'INFRAESTRUCTURES MUNICIPALS, S.A.","010.1619.360","Serveis","Serveis de direcció de les obres relatives al projecte de reurbanització del c. Carreras Candi i del c. Esteràs entre la Riera Blanca i el c. Sugranyes, al districte de Sants-Montjuïc.","09/10/2018",65188.75,"19/08/2019","13035.37","X","","0.20"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA D'INFRAESTRUCTURES MUNICIPALS, S.A.","010.1619.388","Serveis","Servei de direcció de les obres relatives al projecte de construcció d'un Skatepark al barri de La Marina, al districte de Sants-Montjuïc.","11/12/2018",26922.5,"14/10/2019","4719.30","X","","0.18"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA D'INFRAESTRUCTURES MUNICIPALS, S.A.","030.1619.257","Obres","Obres relatives al projecte executiu de reurbanització del c. Major de Sarrià, entre Passeig Bonanova i el c. Químic de Sarrià, i del c. Pare Miquel de Sarrià, al districte de Sarri-Sant Gervasi, a Barcelona.","20/09/2018",1757326.74,"05/12/2019","310080.60","X","","0.18"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA D'INFRAESTRUCTURES MUNICIPALS, S.A.","030.1619.277","Serveis","Serveis de direcció de les obres del projecte executiu de reurbanització del c. Major de Sarrià, entre Passeig Bonanova i el c. Químic de Sarrià, i del c. Pare Miquel de Sarrià, al districte de Sarri-Sant Gervasi.","08/10/2018",61324.31,"19/08/2019","12135.45","X","","0.20"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA D'INFRAESTRUCTURES MUNICIPALS, S.A.","040.1619.122","Obres","Obres relatives al projecte executiu de remodelació de l'Av. Príncep d'Astúries, entre Plaça Lesseps i Via Augusta a Barcelona.","26/01/2018",3166073.16,"22/07/2019","332437.69","X","","0.11"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA D'INFRAESTRUCTURES MUNICIPALS, S.A.","040.1619.123","Serveis","Direcció de les obres relatives al projecte executiu de remodelació de l'Av. Príncep d'Astúries, entre Plaça Lesseps i Via Augusta a Barcelona.","15/01/2018",116064.41,"16/04/2019","22990.00","X","","0.20"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA D'INFRAESTRUCTURES MUNICIPALS, S.A.","050.1619.185","Obres","Obres relatives al projecte d'arranjament de l'àmbit del Mas Ravetllat, al barri del Guinardó, al districte d'Horta-Guinardó.","13/03/2018",5663352.37,"23/05/2019","1087363.66","X","","0.19"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA D'INFRAESTRUCTURES MUNICIPALS, S.A.","050.1619.195","Serveis","Serveis de direcció de les obres d'arranjament de l'àmbit del Mas Ravetllat, al barri del Guinardó, al districte d'Hora-Guinardó.","08/03/2018",169219.71,"29/03/2019","18089.50","X","","0.11"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA D'INFRAESTRUCTURES MUNICIPALS, S.A.","050.1619.225","Obres","Obres d'enderroc de l'edifici d'habitatges i consolidació del mur resultant situat al carrer Alt de Pedrell 21, al districte d'Horta Guinardó de Barcelona.","18/07/2018",194308.27,"15/07/2019","25303.88","X","","0.13"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA D'INFRAESTRUCTURES MUNICIPALS, S.A.","050.1619.291","Obres","Obres de reforma de l'edifici situat al carrer Llobregós 107-113 per acollir un Casal d'Entitats, al barri del Carmel, al Districte d'Horta-Guinardó de Barcelona.","16/11/2018",1489133.12,"27/06/2019","87587.06","X","","0.06"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA D'INFRAESTRUCTURES MUNICIPALS, S.A.","050.1619.292","Obres","Obres relatives al projecte per a la millora de diversos parcs i jardins de la ciutat de Barcelona. Lot 2-Parc del Guinardó.","19/11/2018",1320949.84,"15/10/2019","261680.17","X","","0.20"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA D'INFRAESTRUCTURES MUNICIPALS, S.A.","050.1619.308","Serveis","Serveis de Direcció d'Execució d'Obres corresponents al Projecte Executiu de reforma de l'edifici situat al Carrer Llobregos 107-113 per acollir un casal d'entitats al barri del Carmel, al Districte d'Horta Guinardó","03/12/2018",47872.25,"13/12/2019","8159.48","X","","0.17"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA D'INFRAESTRUCTURES MUNICIPALS, S.A.","050.1619.309","Serveis","Serveis de Direcció d'Obres corresponents al Projecte Executiu de reforma d el'edifici situat al Carrer Llobregos 107-113 per acollir un casal d'entitats al barri del Carmel, al Districte d'Horta Guinardó","03/12/2018",46632.19,"08/04/2019","12097.98","X","","0.26"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA D'INFRAESTRUCTURES MUNICIPALS, S.A.","050.1619.323","Serveis","Serveis de Coordinació de Seguretat i Salut en fase d’execució de les obres relatives de reforma de l'edifici situat al carrer LLobregós 107-113 per acollir un casal d'entitats, al barri del Carmel, al districte d'Horta-Guinardó de Barcelona.","12/11/2018",12931.88,"17/10/2019","2586.38","X","","0.20"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA D'INFRAESTRUCTURES MUNICIPALS, S.A.","055.1619.179","Obres","Obres relatives al projecte executiu de la reurbanització de la Plaça dels Jardins d'Alfàbia, al districte de Nou Barris a Barcelona.","16/02/2018",689002.37,"13/02/2019","136530.00","X","","0.20"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA D'INFRAESTRUCTURES MUNICIPALS, S.A.","060.1619.087","Serveis","Serveis relatius a la redacció del projecte executiu de reforma de l'Av. Meridiana, entre el carrer Aragó i el passeig de Fabra i Puig. Districtes de Sant Martí, Sant Andreu i Nou Barris a Barcelona. ","23/03/2017",178723.52,"11/02/2019","48448.65","X","","0.27"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA D'INFRAESTRUCTURES MUNICIPALS, S.A.","060.1619.126","Serveis","Serveis de l'equip consultor encarregat de l'assistència tècnica de seguiment i control de les obres de l'actuació Camp del Ferro, que inclou la direcció d'execució de les obres de nou equipament esportiu i la direcció d'obra del trasllat d'un col·lector al barri de La Sagrera al Districte de Sant Andreu de Barcelona.","27/09/2017",385312.4,"01/08/2019","66834.35","X","","0.17"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA D'INFRAESTRUCTURES MUNICIPALS, S.A.","060.1619.156","Serveis","Serveis de Coordinació de Seguretat i Salut de les obres de l’actuació “Camp de Ferro”, que inclou la  Coordinació de Seguretat i Salut en fase d’execució  de les obres del projecte del nou equipament esportiu i de l’obra del projecte del trasllat d’un col·lector al barri de la Sagrera al Districte de Sant Andreu de Barcelona.","26/10/2017",79336.15,"04/07/2019","8020.33","X","","0.10"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA D'INFRAESTRUCTURES MUNICIPALS, S.A.","060.1619.156","Serveis","Serveis de Coordinació de Seguretat i Salut de les obres de l’actuació “Camp de Ferro”, que inclou la  Coordinació de Seguretat i Salut en fase d’execució  de les obres del projecte del nou equipament esportiu i de l’obra del projecte del trasllat d’un col·lector al barri de la Sagrera al Districte de Sant Andreu de Barcelona.","26/10/2017",79336.15,"29/08/2019","4877.22","X","","0.06"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA D'INFRAESTRUCTURES MUNICIPALS, S.A.","060.1619.217","Obres","Obres relatives al projecte executiu de reurbanització del c. Gran de Sant Andreu Tram 1 entre Rambla Fabra i Puig i el c. de Joan Torras Mossèn Clapés, al barri de Sant Andreu del Palomar, al districte de Sant Andreu.","15/03/2018",3671805.28,"18/07/2019","716002.02","X","","0.19"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA D'INFRAESTRUCTURES MUNICIPALS, S.A.","060.1619.222","Serveis","Direcció de les obres de reurbanització del c. Gran de Sant Andreu Tram 1 entre Rambla Fabra i Puig i el c. de Joan Torras Mossèn Clapés, al barri de Sant Andreu del Palomar, al districte de Sant Andreu.","15/03/2018",130976.45,"31/01/2019","23432.24","X","","0.18"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA D'INFRAESTRUCTURES MUNICIPALS, S.A.","070.1619.201","Obres","Obres relatives al projecte executiu de la reurbanització de la Plaça de la Infància, entre el c. Bac de Roda, el c. d'Andrade, el c. Fluvià i el c. del Concili de Trento, al districte de Sant Martí a Barcelona.","16/11/2017",1088549.78,"21/03/2019","204956.73","X","","0.19"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA D'INFRAESTRUCTURES MUNICIPALS, S.A.","070.1619.332","Obres","Obres relatives al projecte executiu de reurbanització del c. Sant Joan de Malta des del c. de la Verneda al c. del Perú, al districte de Sant Martí,","08/10/2018",973472.99,"28/11/2019","146020.86","X","","0.15"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA D'INFRAESTRUCTURES MUNICIPALS, S.A.","070.1619.384","Serveis","Serveis de direcció de les obres relatives al projecte executiu de reurbanització del c. Sant Joan de Malta des del c. de la Verneda al c. del Perú, al districte de Sant Martí.","05/11/2018",34990.78,"13/12/2019","6872.13","X","","0.20"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA D'INFRAESTRUCTURES MUNICIPALS, S.A.","080.1619.094","Serveis","Serveis de Direcció d'Execució d'Obra de les obres de l'equipament de joves i gent gran, al solar ""Transformadors"", ubicat al carrer d'Ausiàs March 60, al Districte de l'Eixample de Barcelona.","09/02/2017",149926.26,"09/08/2019","16864.38","X","","0.11"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA D'INFRAESTRUCTURES MUNICIPALS, S.A.","080.1619.096","Serveis","Serveis de Coordinació de Seguretat i Salut en fase d’execució de les obres relatives al projecte executiu de nova construcció de l’ equipament de joves i gent gran al solar “Transformadors” al carrer Ausiàs Marc 60, districte de l’Eixample de Barcelona","15/03/2017",38841.0,"17/06/2019","4855.13","X","","0.13"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA D'INFRAESTRUCTURES MUNICIPALS, S.A.","080.1619.202","Obres","Obres relatives al projecte de reurbanització de la superfície que ocuparà el nou Parc de Neteja i que ocupa actualment la caserna provisional de bombers al Parc Joan Miró, així com l'adequació dels accessos i la reurbanització de la coberta de la rampa d'accés de vehícles, al districte de L'Eixample.","25/01/2018",1781274.17,"01/03/2019","351786.64","X","","0.20"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA D'INFRAESTRUCTURES MUNICIPALS, S.A.","080.1619.209","Obres","Obres de rehabilitació del local situat al carrer Nàpols 268-270, per convertir-lo en Ateneu, al districte de l'Eixample de Barcelona.","15/03/2018",1840761.42,"03/07/2019","182444.77","X","","0.10"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA D'INFRAESTRUCTURES MUNICIPALS, S.A.","080.1619.219","Obres","Obres relatives al projecte constructiu de consolidació estructural, reordenació i legalització de les instal.lacions del pàrquing del pati interior d'Illa Macaya, situat al c. Mallorca, 333-335, i projecte de reurbanitzadió del pati interior d'illa Casa Macaya, al districte de L'Eixample de Barcelona.","13/04/2018",1987359.7,"25/04/2019","244903.77","X","","0.12"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA D'INFRAESTRUCTURES MUNICIPALS, S.A.","080.1619.219","Obres","Obres relatives al projecte constructiu de consolidació estructural, reordenació i legalització de les instal.lacions del pàrquing del pati interior d'Illa Macaya, situat al c. Mallorca, 333-335, i projecte de reurbanitzadió del pati interior d'illa Casa Macaya, al districte de L'Eixample de Barcelona.","13/04/2018",1987359.7,"12/06/2019","152568.05","X","","0.08"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA D'INFRAESTRUCTURES MUNICIPALS, S.A.","080.1619.359","Serveis","Servei de direcció obres d'reurbanització tàctica de la creu formada per c. Borrell, entre c. Manso i el c. Marqués del Campo Sagrado i el c. Parlament entre Rda. Sant Pau i c. Viladomat incluent intersecció i la reurbanización tàctica c. Borrell entre c. Marqués del Campo Sagrado i c. Aldana, al districte de l'eixample de barcelona. Lot 1: obres reurbanització i Lot 2: elements i mobiliari tàctic","06/11/2018",31065.81,"26/06/2019","6162.53","X","","0.20"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA D'INFRAESTRUCTURES MUNICIPALS, S.A.","090.1619.324","Serveis","Serveis relatius a la redacció del Projecte Executiu d'urbanització de la Rambla de Barcelona.","21/01/2019",275468.43,"12/02/2019","58950.24","X","","0.21"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA D'INFRAESTRUCTURES MUNICIPALS, S.A.","090.1619.324","Serveis","Serveis relatius a la redacció del Projecte Executiu d'urbanització de la Rambla de Barcelona.","21/01/2019",275468.43,"05/12/2019","81460.23","X","X","0.30"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA D'INFRAESTRUCTURES MUNICIPALS, S.A.","100.1619.073","Obres","Obres relatives al projecte executiu d'un ascensor inclinat entre els c. Trèvol i c. Alt de Pedrell, al barri Font d'en Fargues, al districte d'Horta-Guinardó a Barcelona.","21/09/2017",1099737.47,"18/02/2019","68665.95","","X","0.06"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA D'INFRAESTRUCTURES MUNICIPALS, S.A.","100.1619.084","Obres","Obres relatives al projecte executiu per a la implantació d'una zona d'esbarjo de gossos al Parc de Sant Martí, al districte de Sant Martí a Barcelona.","16/11/2017",647505.28,"15/03/2019","100035.39","X","","0.15"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA D'INFRAESTRUCTURES MUNICIPALS, S.A.","100.1619.112","Serveis","Serveis de Coordinació de Seguretat i Salut en fase d’execució  de les obres relatives al projecte executiu per l'arranjament de 39 àrees de jocs infantils situades a diversos àmbits de Barcelona: Lot 1: Districtes 10, 3, 5, 6 i 7, i projecte de adequació d'un sector del Parc de l'Estació del Nord, per a convertir-lo en àrea de jocs infantils i Lot 2: Districtes 8 i 9.	","25/09/2018",18258.9,"13/06/2019","1210.00","X","","0.07"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA D'INFRAESTRUCTURES MUNICIPALS, S.A.","100.1619.132","Serveis","Serveis de Coordinació de seguretat i salut en fase d’execució de les obres relatives al projecte  lot 3 per a la millora  de diversos parcs i jardins de la ciutat de Barcelona (4 lots)","31/01/2019",19559.35,"05/12/2019","3352.91","X","","0.17"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA D'INFRAESTRUCTURES MUNICIPALS, S.A.","124.1215.238","Serveis","Control de Qualitat per les obres d'execució dels túnels viaris a la Plaça de les Glòries, entre els c. Badajoz i Castillejos, Túnel 1, al districte de Sant Martí a Barcelona.","01/04/2015",716173.74,"23/05/2019","158798.37","X","","0.22"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA D'INFRAESTRUCTURES MUNICIPALS, S.A.","124.1619.056","Serveis","Direcció de les obres relatives a l'execució dels túnels viaris de la Plaça de les Glòries: obra pendent d'executar del túnel entre els c. de Castillejos i de Badajoz, i obres del túnel entre els c. de Badajoz i Rambla del Poblenou.","30/01/2018",3623248.2,"12/09/2019","215501.00","X","","0.06"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA D'INFRAESTRUCTURES MUNICIPALS, S.A.","190.1619.019","Serveis","Serveis relatius a la redacció de l'Avantprojecte i el Projecte Executiu d'urbanització de la cobertura de la Ronda de Dalt, entre l'Avinguda del Jordà i l'Avinguda Vallcarca i la seva Direcció d'Obra als Districtes de Gràcia i Horta-Guinardó.","01/12/2017",210365.45,"11/12/2019","12526.85","X","","0.06"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA D'INFRAESTRUCTURES MUNICIPALS, S.A.","190.1619.020","Obres","Obres relatives al projecte executiu d'estructura per a la cobertura de la Ronda de Dalt, entre el PK 10,5 i el PK 10,7 (Avda. del Jordà), al districte d'Horta-Guinardó.","20/02/2018",7769657.76,"22/05/2019","1231491.04","X","","0.16"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA D'INFRAESTRUCTURES MUNICIPALS, S.A.","190.1619.021","Serveis","Direcció de les obres relatives al projecte executiu d'estructura per a la cobertura de la Ronda de Dalt, entre el PK 10,5 i el PK 10,7 (Avda. del Jordà), al districte d'Horta-Guinardó.","15/02/2018",274498.18,"28/03/2019","23467.95","X","","0.09"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA D'INFRAESTRUCTURES MUNICIPALS, S.A.","190.1619.021","Serveis","Direcció de les obres relatives al projecte executiu d'estructura per a la cobertura de la Ronda de Dalt, entre el PK 10,5 i el PK 10,7 (Avda. del Jordà), al districte d'Horta-Guinardó.","15/02/2018",274498.18,"22/07/2019","31318.13","X","","0.11"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA D'INFRAESTRUCTURES MUNICIPALS, S.A.","190.1619.022","Serveis","Serveis de Coordinació de Seguretat i Salut en fase d’execució de les obres relatives al projecte executiu d'estructura per a la cobertura de la Ronda de Dalt, entre el PK 10,5 i el PK 10,7 (Avda- del Jordà), al districte d'Horta-Guinardó","27/02/2018",33527.59,"03/04/2019","6705.46","X","","0.20"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA D'INFRAESTRUCTURES MUNICIPALS, S.A.","190.1619.039","Serveis","Serveis d'assistència tècnica a la irecció de les obres relatives al projecte executiu d'urbanització de la cobertura de la Ronda de Dalt, entre el PK 10.5 i el PK 10.7 (Avinguda del Jordà), districte d'Horta-Guinardó. FASE 1.","16/11/2018",62540.06,"15/11/2019","12292.39","X","","0.20"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA D'INFRAESTRUCTURES MUNICIPALS, S.A.","201.1619.056","Serveis","Serveis d'Assistència Tècnica a la Direcció de Serveis de Mobilitat i a Barcelona d'Infraestructures Municipals - BIMSA - relativa a les actuacions de Carrils Bici.","29/03/2017",290109.6,"24/10/2019","51546.00","X","","0.18"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA D'INFRAESTRUCTURES MUNICIPALS, S.A.","201.1619.069","Serveis","Serveis de redacció del segon projecte constructiu base de carrils bicicleta de la ciutat de Barcelona.","28/07/2017",302285.71,"17/05/2019","31097.00","X","","0.10"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA D'INFRAESTRUCTURES MUNICIPALS, S.A.","203.1215.102","Serveis","Serveis de redacció del projecte per la nova construcció de l'equipament esportiu Camp del Ferro, format per un equipament poliesportiu amb dos pavellons de tipus PAV-3 i un pavelló de tipus PAV-2, la nova construcció de la piscina d'estiu i obertura d'un nou carrer entre el carrer Pare Manyanet i el Camp del Ferro, al Districte de Sant Andreu","28/07/2015",128865.36,"25/11/2019","20793.16","X","","0.16"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA D'INFRAESTRUCTURES MUNICIPALS, S.A.","244.1619.048","Serveis","Serveis de direcció de les obres de reurbanització i infraestructura del c. Pere IV, entre el c. de Josep Pla i Rambla Prim (tram 8), al districte de Sant Martí.","21/03/2018",119027.7,"31/07/2019","21856.23","X","","0.18"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA D'INFRAESTRUCTURES MUNICIPALS, S.A.","244.1619.052","Serveis","Direcció de les obres de reurbanització i infraestructura del c. Pere IV, entre els carrers Selva de Mar i de Josep Pla (tram 7), al districte de Sant Martí, a Barcelona.","17/04/2018",133039.5,"21/06/2019","26136.00","X","","0.20"
