"CARRER","NOM_CARRER","PRIMER_NUM","ULTIM_NUM","TIPUSNUM","DISTRICTE","SECC_CENS","AEB","BARRI","SECC_EST","DPOSTAL"
322801,"Sèneca","0002","0030",2,6,44,125.0,31,2.0,8006
322903,"Ptge Senillosa","0001B","0013",1,5,15,96.0,23,160.0,8034
322903,"Ptge Senillosa","0002","0014",2,5,15,96.0,23,160.0,8034
323000,"Sentís","0001B","0045",1,9,11,185.0,59,139.0,8030
323000,"Sentís","0002B","0046",2,9,11,185.0,59,139.0,8030
323101,"Septimània","0021","0051",1,5,84,111.0,27,77.0,8006
323101,"Septimània","0053","0061",1,5,85,111.0,27,69.0,8006
323101,"Septimània","0022","0040",2,5,84,111.0,27,78.0,8006
323101,"Septimània","0042","0054",2,5,85,111.0,27,69.0,8006
323203,"Sepúlveda","0001B","0013",1,2,150,51.0,10,23.0,8015
323203,"Sepúlveda","0015","0039",1,2,151,51.0,10,24.0,8015
323203,"Sepúlveda","0041","0057",1,2,152,51.0,10,25.0,8015
323203,"Sepúlveda","0059","0089",1,2,159,52.0,10,26.0,8015
323203,"Sepúlveda","0091","0127",1,2,160,52.0,10,28.0,8015
323203,"Sepúlveda","0165B","0165B",1,2,164,53.0,10,43.0,8011
323203,"Sepúlveda","0165","0165",1,2,163,53.0,10,42.0,8011
323203,"Sepúlveda","0167","0189",1,2,164,53.0,10,43.0,8011
323203,"Sepúlveda","0028","0040",2,2,151,51.0,10,21.0,8015
323203,"Sepúlveda","0042","0060",2,2,153,51.0,10,18.0,8015
323203,"Sepúlveda","0062","0098",2,2,158,52.0,10,17.0,8015
323203,"Sepúlveda","0100","0120",2,2,161,52.0,10,31.0,8015
323203,"Sepúlveda","0140B","0168",2,2,165,53.0,10,40.0,8011
323203,"Sepúlveda","0170","0186",2,2,164,53.0,10,38.0,8011
323203,"Sepúlveda","0002","0008",2,2,150,51.0,10,21.0,8015
323203,"Sepúlveda","0122","0138",2,2,162,52.0,10,30.0,8015
323203,"Sepúlveda","0129","0163",1,2,163,53.0,10,41.0,8011
323407,"Serra","0001","0023",1,1,31,12.0,2,84.0,8002
323407,"Serra","0002","0024",2,1,31,12.0,2,84.0,8002
323509,"Ptge Serra i Arola","0002","0018",2,3,90,72.0,18,160.0,8028
323509,"Ptge Serra i Arola","0001","0023",1,3,90,72.0,18,161.0,8028
323600,"Serra Xic","0001","0011",1,1,53,19.0,4,43.0,8003
323600,"Serra Xic","0002B","0006",2,1,53,19.0,4,43.0,8003
323906,"Ptge Serrahima","0001","0011",1,3,24,59.0,11,36.0,8004
323906,"Ptge Serrahima","0002","0016",2,3,24,59.0,11,36.0,8004
324002,"Serrallonga","0001B","0021",1,7,73,148.0,37,142.0,8032
324002,"Serrallonga","0002","0030",2,7,72,148.0,37,143.0,8032
324104,"Serrano","0001","0019",1,8,7,157.0,44,15.0,8031
324104,"Serrano","0021","0035",1,8,10,159.0,44,17.0,8031
324104,"Serrano","0002","0020",2,8,7,157.0,44,16.0,8031
324104,"Serrano","0022","0038",2,8,10,159.0,44,17.0,8031
324104,"Serrano","0040","0054",2,8,11,159.0,44,18.0,8031
324104,"Serrano","0037","0065",1,8,11,159.0,44,18.0,8031
324308,"Ptge Sert","0001","0015",1,1,52,18.0,4,58.0,8003
324308,"Ptge Sert","0002","0014",2,1,52,18.0,4,58.0,8003
324501,"Servet","0002","0132",2,9,40,191.0,60,96.0,8030
324501,"Servet","0001","0137",1,9,41,191.0,60,95.0,8030
324603,"Sèrbia","0001","0025",1,7,28,139.0,35,71.0,8041
324603,"Sèrbia","0002","0024",2,7,29,139.0,35,71.0,8041
324705,"Setantí","0001","0013",1,5,10,95.0,23,168.0,8034
324705,"Setantí","0002","0016",2,5,10,95.0,23,169.0,8034
324807,"Sevilla","0033","0055",1,1,33,13.0,3,6.0,8003
324807,"Sevilla","0057","0079",1,1,32,13.0,3,4.0,8003
324807,"Sevilla","0002","0032",2,1,39,15.0,3,11.0,8003
324807,"Sevilla","0034","0056",2,1,33,13.0,3,6.0,8003
324807,"Sevilla","0058","0084",2,1,32,13.0,3,3.0,8003
324807,"Sevilla","0001","0031",1,1,39,15.0,3,11.0,8003
324909,"Sibiuda","0001","0015",1,10,82,219.0,70,80.0,8019
324909,"Sibiuda","0002","0016",2,10,82,219.0,70,80.0,8019
325005,"Sicília","0089","0097",1,2,2,20.0,5,245.0,8013
325005,"Sicília","0099","0115",1,2,5,20.0,5,238.0,8013
325005,"Sicília","0117","0135",1,2,8,20.0,5,237.0,8013
325005,"Sicília","0137","0167",1,2,17,22.0,5,260.0,8013
325005,"Sicília","0195","0243",1,2,53,27.0,6,264.0,8013
325005,"Sicília","0245","0261",1,2,54,27.0,6,295.0,8025
325005,"Sicília","0263","0281",1,6,72,132.0,32,39.0,8025
325005,"Sicília","0283","0301",1,6,71,132.0,32,38.0,8025
325005,"Sicília","0303","0347",1,6,76,132.0,32,37.0,8025
325005,"Sicília","0166","0184",2,2,4,20.0,5,240.0,8013
325005,"Sicília","0186","0204",2,2,8,20.0,5,241.0,8013
325005,"Sicília","0206","0224",2,2,16,22.0,5,259.0,8013
325005,"Sicília","0226","0264",2,2,19,22.0,5,258.0,8013
325005,"Sicília","0266","0300",2,2,52,27.0,6,264.0,8013
325005,"Sicília","0318","0340",2,2,54,27.0,6,296.0,8025
325005,"Sicília","0342","0358",2,6,72,132.0,32,40.0,8025
325005,"Sicília","0360","0378",2,6,73,132.0,32,41.0,8025
325005,"Sicília","0380","0398",2,6,74,132.0,32,42.0,8025
325005,"Sicília","0400","0414",2,6,75,132.0,32,43.0,8025
325005,"Sicília","0169","0193",1,2,18,22.0,5,262.0,8013
325005,"Sicília","0152","0164",2,2,3,20.0,5,245.0,8013
325107,"Trelawny","0001","0017",1,1,36,14.0,3,24.0,8003
325107,"Trelawny","0002B","0008",2,1,36,14.0,3,24.0,8003
325209,"Sidé","0001B","0007",1,1,47,17.0,4,49.0,8003
325209,"Sidé","0002B","0010",2,1,47,17.0,4,49.0,8003
325300,"Sidó","0001","0007",1,7,92,150.0,39,192.0,8035
325300,"Sidó","0002B","0010",2,7,93,150.0,39,191.0,8035
325402,"Segle XX","0001","0025",1,7,44,142.0,35,53.0,8041
325402,"Segle XX","0027","0041",1,7,45,142.0,35,52.0,8041
325402,"Segle XX","0043","0047",1,7,46,142.0,35,55.0,8041
325402,"Segle XX","0049","0085",1,7,50,143.0,35,62.0,8041
325402,"Segle XX","0087","0101",1,7,49,143.0,35,59.0,8032
325402,"Segle XX","0002","0040",2,7,44,142.0,35,54.0,8041
325402,"Segle XX","0042","0044",2,7,46,142.0,35,55.0,8041
325402,"Segle XX","0046","0070",2,7,47,143.0,35,61.0,8041
325402,"Segle XX","0072","0084",2,7,49,143.0,35,58.0,8032
325504,"Sigüenza","0001","0067",1,7,76,148.0,37,136.0,8032
325504,"Sigüenza","0069","0141",1,7,77,148.0,37,130.0,8032
325504,"Sigüenza","0002","0042",2,7,76,148.0,37,136.0,8032
325504,"Sigüenza","0044","0074",2,7,79,148.0,37,134.0,8032
325504,"Sigüenza","0076","0138",2,7,78,148.0,37,131.0,8032
325515,"Ptge Sigüenza","0089B","0113",1,7,77,148.0,37,129.0,8032
325606,"Sils","0001","0007",1,1,30,12.0,2,88.0,8002
325606,"Sils","0002","0010",2,1,30,12.0,2,87.0,8002
325800,"Ptge Simó","0001","0027",1,2,49,27.0,6,297.0,8025
325800,"Ptge Simó","0002","0026",2,2,49,27.0,6,297.0,8025
325901,"Simó Oller","0001","0005",1,1,31,12.0,2,80.0,8002
325901,"Simó Oller","0002B","0004",2,1,31,12.0,2,80.0,8002
325912,"Ptge Tèxtil","0001","0017",1,10,100,224.0,71,58.0,8018
325912,"Ptge Tèxtil","0019","0037",1,10,101,225.0,71,59.0,8020
325912,"Ptge Tèxtil","0002","0016",2,10,100,224.0,71,58.0,8018
325912,"Ptge Tèxtil","0018","0038",2,10,101,225.0,71,59.0,8020
326008,"Sinaí","0001A","0013",1,7,92,150.0,39,190.0,8035
326008,"Sinaí","0006","0008",2,7,92,150.0,39,190.0,8035
326008,"Sinaí","0010","0018",2,7,91,150.0,39,190.0,8035
326052,"Torroella Montgrí","0001","0017",1,9,156,"",61,39.0,8027
326052,"Torroella Montgrí","0019","0025",1,9,55,193.0,61,39.0,8027
326052,"Torroella Montgrí","0002","0018",2,9,60,193.0,61,38.0,8027
326201,"Siracusa","0001","0059",1,6,55,129.0,31,19.0,8012
326201,"Siracusa","0002","0008",2,6,57,129.0,31,17.0,8012
326201,"Siracusa","0010","0032",2,6,56,129.0,31,17.0,8012
326303,"Sitges","0001","0011",1,1,21,8.0,1,150.0,8001
326303,"Sitges","0002","0012",2,1,21,8.0,1,150.0,8001
326405,"Av Sivatte","0002","0030",2,8,116,181.0,56,211.0,8033
326507,"Socors","0001","0025",1,3,94,72.0,18,173.0,8028
326507,"Socors","0002B","0018",2,3,94,72.0,18,172.0,8028
326609,"Sòcrates","0001I","0043",1,9,51,192.0,60,81.0,8030
326609,"Sòcrates","0045","0093",1,9,50,192.0,60,80.0,8030
326609,"Sòcrates","0095","0105",1,9,49,192.0,60,86.0,8030
326609,"Sòcrates","0002B","0062",2,9,47,192.0,60,81.0,8030
326609,"Sòcrates","0064","0106",2,9,48,192.0,60,83.0,8030
326700,"Ptge Sòcrates","0001","0003",1,9,50,192.0,60,80.0,8030
326700,"Ptge Sòcrates","0002","0012",2,9,50,192.0,60,80.0,8030
326802,"Sol","0001","0013",1,6,50,127.0,31,81.0,8012
326802,"Sol","0002","0012",2,6,50,127.0,31,81.0,8012
326857,"Gespa","0001","0039",1,5,1,91.0,22,183.0,8017
326857,"Gespa","0002","0034",2,5,1,91.0,22,183.0,8017
326904,"Pl Sol","0001","0023",1,6,50,127.0,31,80.0,8012
326904,"Pl Sol","0002","0024S",2,6,50,127.0,31,80.0,8012
327000,"Sol i Padrís","0002","0010",2,5,7,95.0,23,171.0,8034
327102,"Solà","0001","0043",1,4,25,82.0,19,70.0,8014
327102,"Solà","0002","0040",2,4,25,82.0,19,70.0,8014
327204,"Bda Solanell","0001","0009",1,6,14,118.0,29,143.0,8023
327204,"Bda Solanell","0011","0015",1,6,13,118.0,29,142.0,8023
327204,"Bda Solanell","0017","0019",1,6,17,118.0,29,140.0,8023
327204,"Bda Solanell","0002","0008",2,6,14,118.0,29,144.0,8023
327204,"Bda Solanell","0010","0018",2,6,17,118.0,29,144.0,8023
327306,"Solanes","0001","0003",1,5,97,113.0,27,94.0,8023
327306,"Solanes","0002","0004",2,5,97,113.0,27,90.0,8023
327408,"Soler i Rovirosa","0001","0013",1,10,38,207.0,65,106.0,8018
327408,"Soler i Rovirosa","0002","0018",2,10,38,207.0,65,106.0,8018
327601,"Ptge Solsona","0023","0027",1,3,58,68.0,16,103.0,8014
327601,"Ptge Solsona","0024","0030",2,3,58,68.0,16,103.0,8014
327656,"Solsonès","0001","0009",1,5,32,100.0,25,103.0,8022
327656,"Solsonès","0002","0008",2,5,32,100.0,25,103.0,8022
327703,"Pl Sóller","0001","0001",1,8,26,161.0,45,44.0,8016
327907,"Sombrerers","0001","0007",1,1,46,16.0,4,31.0,8003
327907,"Sombrerers","0009","0027",1,1,45,16.0,4,31.0,8003
327907,"Sombrerers","0002","0006",2,1,45,16.0,4,32.0,8003
328003,"Sor Eulàlia Anzizu","0001","0039",1,4,53,89.0,21,78.0,8034
328003,"Sor Eulàlia Anzizu","0041","0067",1,4,55,90.0,21,77.0,8034
328003,"Sor Eulàlia Anzizu","0002","0022",2,4,53,89.0,21,78.0,8034
328003,"Sor Eulàlia Anzizu","0024","0046",2,4,55,90.0,21,77.0,8034
328105,"Sòria","0001","0019",1,1,35,14.0,3,23.0,8003
328105,"Sòria","0002","0020",2,1,35,14.0,3,22.0,8003
328207,"Sorolla","0001","0029",1,7,95,151.0,40,196.0,8035
328207,"Sorolla","0002","0032",2,7,95,151.0,40,196.0,8035
328309,"Sors","0005","0057",1,6,29,121.0,31,117.0,8024
328309,"Sors","0059","0075",1,6,26,120.0,30,118.0,8024
328309,"Sors","0002","0004",2,6,30,121.0,31,112.0,8024
328309,"Sors","0006","0044",2,6,29,121.0,31,116.0,8024
328309,"Sors","0046","0062",2,6,26,120.0,30,118.0,8024
328309,"Sors","0001","0003",1,6,30,121.0,31,112.0,8024
328400,"Sostres","0001B","0017",1,6,18,119.0,30,130.0,8024
328400,"Sostres","0019","0039",1,6,3,114.0,28,131.0,8024
328400,"Sostres","0002","0034",2,6,18,119.0,30,129.0,8024
328502,"Sovelles","0001","0033",1,3,25,60.0,12,63.0,8038
328502,"Sovelles","0002","0676",2,3,25,60.0,12,63.0,8038
328604,"Subirats","0001","0005",1,8,9,158.0,44,2.0,8031
328604,"Subirats","0002A","0010",2,8,9,158.0,44,2.0,8031
328706,"Sots-tinent Navarr","0002","0036",2,1,26,10.0,2,77.0,8002
328706,"Sots-tinent Navarr","0001","0023",1,1,26,10.0,2,77.0,8002
328808,"Sugranyes","0001","0073",1,3,74,70.0,17,193.0,8028
328808,"Sugranyes","0075B","0075B",1,3,72,70.0,17,182.0,8028
328808,"Sugranyes","0075","0075",1,3,74,70.0,17,190.0,8028
328808,"Sugranyes","0085","0099",1,3,71,70.0,17,183.0,8028
328808,"Sugranyes","0101","0117",1,3,70,70.0,17,183.0,8028
328808,"Sugranyes","0002B","0048",2,3,78,70.0,17,198.0,8028
328808,"Sugranyes","0050","0076",2,3,75,70.0,17,189.0,8028
328808,"Sugranyes","0090","0106",2,3,71,70.0,17,185.0,8028
328808,"Sugranyes","0108","0128",2,3,70,70.0,17,186.0,8028
328808,"Sugranyes","0078","0088",2,3,72,70.0,17,184.0,8028
328808,"Sugranyes","0077","0083",1,3,72,70.0,17,182.0,8028
328900,"Suïssa","0001","0015",1,5,97,113.0,27,90.0,8023
328900,"Suïssa","0002","0008",2,5,97,113.0,27,90.0,8023
329006,"Suñol i Gras","0002","0004",2,9,1,182.0,57,154.0,8033
329006,"Suñol i Gras","0001","0005",1,9,1,182.0,57,154.0,8033
329108,"Súria","0001","0011",1,3,68,69.0,16,113.0,8014
329108,"Súria","0002","0012",2,3,68,69.0,16,113.0,8014
329200,"Sospir","0025","0045",1,10,2,201.0,64,146.0,8026
329200,"Sospir","0022","0048",2,10,2,201.0,64,146.0,8026
329403,"Tagamanent","0001","0009",1,6,56,129.0,31,16.0,8012
329403,"Tagamanent","0002","0010",2,6,56,129.0,31,16.0,8012
329505,"Tajo","0001","0035",1,7,123,156.0,43,157.0,8031
329505,"Tajo","0037","0063",1,7,121,156.0,43,152.0,8032
329505,"Tajo","0065","0079",1,7,119,156.0,43,151.0,8032
329505,"Tajo","0002","0044",2,7,117,155.0,43,158.0,8031
329505,"Tajo","0046","0076",2,7,118,155.0,43,169.0,8032
329709,"Tallada","0025B","0037",1,9,11,185.0,59,140.0,8030
329709,"Tallada","0002B","0046",2,9,11,185.0,59,139.0,8030
329800,"Tallers","0045I","0075",1,1,20,7.0,1,149.0,8001
329800,"Tallers","0077","0081",1,1,21,8.0,1,142.0,8001
329800,"Tallers","0002","0084",2,1,21,8.0,1,151.0,8001
329800,"Tallers","0001B","0043",1,1,21,8.0,1,150.0,8001
329902,"Tamarit","0073","0087",1,3,4,56.0,11,50.0,8004
329902,"Tamarit","0089","0109",1,2,155,51.0,10,19.0,8015
329902,"Tamarit","0111","0129",1,2,157,51.0,10,15.0,8015
329902,"Tamarit","0165","0195",1,2,166,54.0,10,35.0,8015
329902,"Tamarit","0068","0084",2,3,4,56.0,11,51.0,8004
329902,"Tamarit","0086","0102",2,2,155,51.0,10,14.0,8015
329902,"Tamarit","0104","0116",2,2,156,51.0,10,13.0,8015
329902,"Tamarit","0118","0168",2,2,168,54.0,10,9.0,8015
329902,"Tamarit","0145B","0163",1,2,167,54.0,10,34.0,8015
330005,"Tamariu","0002","0020",2,8,107,178.0,53,162.0,8033
330107,"Tànger","0001","0023",1,10,43,208.0,66,20.0,8018
330107,"Tànger","0031","0135",1,10,42,208.0,66,20.0,8018
330107,"Tànger","0137","0155",1,10,67,214.0,68,22.0,8018
330107,"Tànger","0157","0159",1,10,68,214.0,68,22.0,8018
330107,"Tànger","0002","0038",2,10,43,208.0,66,19.0,8018
330107,"Tànger","0040","0140",2,10,42,208.0,66,19.0,8018
330107,"Tànger","0142","0160",2,10,67,214.0,68,22.0,8018
330107,"Tànger","0162","0172",2,10,68,214.0,68,22.0,8018
330209,"Tantarantana","0009","0025",1,1,54,19.0,4,36.0,8003
330209,"Tantarantana","0002","0032",2,1,54,19.0,4,36.0,8003
330300,"Tàpies","0001","0025",1,1,4,2.0,1,101.0,8001
330300,"Tàpies","0002","0024",2,1,4,2.0,1,102.0,8001
330402,"Tapineria","0001","0039",1,1,25,10.0,2,68.0,8002
330402,"Tapineria","0002","0012",2,1,25,10.0,2,68.0,8002
330504,"Tapioles","0001","0023",1,3,15,57.0,11,20.0,8004
330504,"Tapioles","0025","0039",1,3,14,57.0,11,21.0,8004
330504,"Tapioles","0041","0059",1,3,13,57.0,11,22.0,8004
330504,"Tapioles","0061","0079",1,3,23,59.0,11,23.0,8004
330504,"Tapioles","0002","0036",2,3,12,57.0,11,26.0,8004
330504,"Tapioles","0038","0050",2,3,13,57.0,11,24.0,8004
330504,"Tapioles","0052","0066",2,3,24,59.0,11,23.0,8004
330606,"T Tapioles","0001","0027",1,8,116,181.0,56,211.0,8033
330606,"T Tapioles","0004","0024",2,8,116,181.0,56,211.0,8033
330708,"Taquígraf Garriga","0001","0029",1,4,27,82.0,19,63.0,8014
330708,"Taquígraf Garriga","0031","0061",1,4,25,82.0,19,63.0,8014
330708,"Taquígraf Garriga","0063","0137",1,4,22,80.0,19,58.0,8029
330708,"Taquígraf Garriga","0139","0195",1,4,21,79.0,19,56.0,8029
330708,"Taquígraf Garriga","0002","0048",2,4,26,82.0,19,62.0,8014
330708,"Taquígraf Garriga","0050","0056",2,4,25,82.0,19,60.0,8014
330708,"Taquígraf Garriga","0058","0154",2,4,22,80.0,19,59.0,8029
330708,"Taquígraf Garriga","0156","0192",2,4,21,79.0,19,55.0,8029
330800,"Taquígraf Martí","0001","0013",1,4,29,83.0,19,67.0,8028
330800,"Taquígraf Martí","0015","0031",1,4,28,83.0,19,63.0,8028
330800,"Taquígraf Martí","0002","0032",2,4,30,83.0,19,65.0,8028
330901,"Taquígraf Serra","0001","0013",1,4,15,78.0,19,42.0,8029
330901,"Taquígraf Serra","0015","0037",1,4,14,78.0,19,45.0,8029
330901,"Taquígraf Serra","0002","0014",2,4,15,78.0,19,43.0,8029
330901,"Taquígraf Serra","0016","0032",2,4,16,78.0,19,44.0,8029
331008,"Taradell","0001","0027",1,6,15,118.0,29,149.0,8035
331008,"Taradell","0026","0032",2,6,15,118.0,29,149.0,8035
331100,"Tarba","0001","0011",1,10,87,220.0,70,91.0,8019
331100,"Tarba","0002","0012",2,10,87,220.0,70,91.0,8019
331201,"Tàrent","0001","0005",1,10,82,219.0,70,79.0,8019
331201,"Tàrent","0002","0006",2,10,82,219.0,70,79.0,8019
331405,"Tarongeta","0001","0007",1,1,46,16.0,4,30.0,8003
331405,"Tarongeta","0002","0006",2,1,46,16.0,4,30.0,8003
331507,"Tarragona","0085","0115",1,3,47,66.0,15,94.0,8014
331507,"Tarragona","0117","0185",1,3,48,66.0,15,144.0,8014
331507,"Tarragona","0070","0072",2,2,149,50.0,9,78.0,8015
331507,"Tarragona","0074","0076",2,2,148,50.0,9,78.0,8015
331507,"Tarragona","0078","0094",2,2,131,47.0,9,79.0,8015
331507,"Tarragona","0096","0116",2,2,130,47.0,9,80.0,8015
331609,"Terrassa","0001","0013",1,6,58,129.0,31,13.0,8012
331609,"Terrassa","0002","0014",2,6,58,129.0,31,13.0,8012
331700,"Tàrrega","0001","0029",1,9,10,185.0,59,137.0,8030
331700,"Tàrrega","0039","0073",1,9,11,185.0,59,138.0,8030
331700,"Tàrrega","0002","0034",2,9,10,185.0,59,136.0,8030
331700,"Tàrrega","0044","0082",2,9,11,185.0,59,138.0,8030
331755,"Ptge Tàrrega","0001","0005",1,9,11,185.0,59,138.0,8030
331755,"Ptge Tàrrega","0002","0006",2,9,11,185.0,59,138.0,8030
331802,"Tarròs","0001","0017",1,1,48,17.0,4,49.0,8003
331802,"Tarròs","0002","0022",2,1,48,17.0,4,47.0,8003
331904,"Ptge Tasso","0001","0013",1,2,67,30.0,7,216.0,8009
331904,"Ptge Tasso","0002","0012",2,2,67,30.0,7,216.0,8009
332000,"Taulat","0001","0013",1,10,56,212.0,68,37.0,8005
332000,"Taulat","0015","0055",1,10,57,212.0,68,37.0,8005
332000,"Taulat","0057","0147",1,10,60,213.0,68,36.0,8005
332000,"Taulat","0002","0084",2,10,59,213.0,68,37.0,8005
332102,"Ptge Taulat","0001","0021",1,10,94,223.0,71,64.0,8019
332102,"Ptge Taulat","0002B","0026",2,10,94,223.0,71,64.0,8019
332204,"Tavern","0001","0011",1,5,74,109.0,26,30.0,8021
332204,"Tavern","0013","0063",1,5,76,110.0,26,54.0,8006
332204,"Tavern","0002","0040",2,5,74,109.0,26,30.0,8021
332204,"Tavern","0042","0050",2,5,75,110.0,26,55.0,8006
332204,"Tavern","0052","0082",2,5,76,110.0,26,54.0,8006
332306,"Taxdirt","0001","0021",1,6,79,133.0,32,52.0,8025
332306,"Taxdirt","0023","0053",1,7,2,135.0,33,7.0,8025
332306,"Taxdirt","0055B","0065",1,7,6,135.0,33,10.0,8025
332306,"Taxdirt","0002","0018",2,6,78,133.0,32,51.0,8025
332306,"Taxdirt","0020","0028",2,7,2,135.0,33,6.0,8025
332408,"Pl Taxonera","0001","0001",1,7,86,149.0,38,220.0,8035
332601,"Guàrdia Urbana","0002","0012",2,3,24,59.0,11,57.0,8004
332601,"Guàrdia Urbana","0001","0009",1,3,5,56.0,11,55.0,8004
332703,"Teide","0001","0011",1,8,4,157.0,44,12.0,8031
332703,"Teide","0013","0025",1,8,45,165.0,46,81.0,8031
332703,"Teide","0027","0027",1,8,47,165.0,46,84.0,8031
332703,"Teide","0002","0010",2,8,5,157.0,44,14.0,8031
332703,"Teide","0012","0028",2,8,44,165.0,46,77.0,8031
332703,"Teide","0030","0032",2,8,47,165.0,46,79.0,8031
332805,"Telègraf","0031","0071",1,7,38,140.0,35,33.0,8041
332805,"Telègraf","0073","0079",1,7,29,139.0,35,71.0,8041
332805,"Telègraf","0081","0101",1,7,28,139.0,35,71.0,8041
332805,"Telègraf","0002B","0026",2,7,40,141.0,35,28.0,8041
332805,"Telègraf","0068","0076",2,7,37,140.0,35,33.0,8041
332805,"Telègraf","0078","0084",2,7,29,139.0,35,68.0,8041
332805,"Telègraf","0086","0108",2,7,28,139.0,35,71.0,8041
332805,"Telègraf","0001","0029",1,7,40,141.0,35,29.0,8041
332805,"Telègraf","0030","0066",2,7,38,140.0,35,30.0,8041
332850,"Pl Televisió","0001","0001",1,5,1,91.0,22,182.0,8017
332907,"Tell","0001","0011",1,9,11,185.0,59,139.0,8030
332907,"Tell","0002","0004",2,9,11,185.0,59,139.0,8030
333003,"Templers","0001","0005",1,1,27,10.0,2,74.0,8002
333003,"Templers","0002","0016",2,1,27,10.0,2,76.0,8002
333309,"Tenerife","0001","0079",1,7,25,138.0,34,83.0,8024
333309,"Tenerife","0002","0062",2,7,26,138.0,34,93.0,8024
333400,"González Tablas","0002","0036",2,4,53,89.0,21,78.0,8034
333400,"González Tablas","0001","0029",1,4,54,89.0,21,79.0,8034
333604,"John M. Keynes","0001","0023",1,4,53,89.0,21,80.0,8034
333604,"John M. Keynes","0002","0010",2,4,53,89.0,21,77.0,8034
333706,"Ptge Tinent Costa","0002","0022",2,7,50,143.0,35,60.0,8032
333706,"Ptge Tinent Costa","0001","0021",1,7,50,143.0,35,60.0,8032
333808,"Tinent Flomesta","0001","0021",1,3,95,73.0,18,176.0,8028
333808,"Tinent Flomesta","0033","0049",1,3,97,73.0,18,179.0,8028
333808,"Tinent Flomesta","0002","0022",2,3,95,73.0,18,176.0,8028
333808,"Tinent Flomesta","0024B","0024B",2,3,97,73.0,18,180.0,8028
333808,"Tinent Flomesta","0026","0050",2,3,97,73.0,18,180.0,8028
333808,"Tinent Flomesta","0023","0031",1,3,96,73.0,18,180.0,8028
333808,"Tinent Flomesta","0024","0024",2,3,95,73.0,18,180.0,8028
333900,"Tenor Masini","0001","0051",1,3,94,72.0,18,175.0,8028
333900,"Tenor Masini","0053","0087",1,3,93,72.0,18,172.0,8028
333900,"Tenor Masini","0002","0038",2,3,91,72.0,18,175.0,8028
333900,"Tenor Masini","0040","0100",2,3,92,72.0,18,172.0,8028
333900,"Tenor Masini","0102","0118",2,3,87,72.0,18,168.0,8028
333900,"Tenor Masini","0089B","0105",1,3,86,72.0,18,169.0,8028
334006,"Tenor Viñas","0002","0014",2,5,59,106.0,26,36.0,8021
334006,"Tenor Viñas","0001","0009",1,5,60,106.0,26,41.0,8021
334108,"Teodora Lamadrid","0001","0027",1,5,38,102.0,25,112.0,8022
334108,"Teodora Lamadrid","0002","0038",2,5,37,102.0,25,111.0,8022
334108,"Teodora Lamadrid","0040","0060",2,5,36,102.0,25,106.0,8022
334108,"Teodora Lamadrid","0029","0057",1,5,39,102.0,25,105.0,8022
334301,"Teodor Bonaplata","0001B","0005",1,3,9,56.0,11,43.0,8004
334301,"Teodor Bonaplata","0002","0006",2,3,1,56.0,11,43.0,8004
334301,"Teodor Bonaplata","0007S","0007S",1,3,8,56.0,11,43.0,8004
334403,"Teodor Llorente","0001","0023",1,7,42,142.0,35,46.0,8041
334403,"Teodor Llorente","0002","0030",2,7,42,142.0,35,47.0,8041
334403,"Teodor Llorente","0032","0050",2,7,34,140.0,35,42.0,8041
334403,"Teodor Llorente","0025","0053",1,7,34,140.0,35,42.0,8041
334505,"Teodor Roviralta","0001I","0065",1,5,33,101.0,25,100.0,8022
334505,"Teodor Roviralta","0002","0046",2,5,33,101.0,25,100.0,8022
334607,"Ter","0001","0039",1,10,26,205.0,65,161.0,8026
334607,"Ter","0008","0024",2,10,26,205.0,65,161.0,8026
334753,"M Déu Montserrat","0053","0089",1,9,15,185.0,59,128.0,8020
334753,"M Déu Montserrat","0062","0090",2,9,15,185.0,59,128.0,8020
334786,"Teresa de Cofrents","0002","0008",2,8,76,172.0,51,123.0,8042
334786,"Teresa de Cofrents","0001","0023",1,8,76,172.0,51,123.0,8042
334800,"Terré","0001","0025",1,5,4,93.0,23,179.0,8017
334800,"Terré","0002B","0016",2,5,8,95.0,23,179.0,8017
334800,"Terré","0018","0022",2,5,32,100.0,25,179.0,8017
334902,"Terol","0001","0055",1,6,53,128.0,31,77.0,8012
334902,"Terol","0002","0044",2,6,54,128.0,31,78.0,8012
335009,"Tessàlia","0001","0005",1,10,81,219.0,70,75.0,8019
335009,"Tessàlia","0002","0006",2,10,81,219.0,70,75.0,8019
335100,"Pl Tetuan","0001","0011",1,2,73,32.0,7,218.0,8010
335100,"Pl Tetuan","0013","0021",1,2,69,30.0,7,215.0,8009
335100,"Pl Tetuan","0023","0035",1,2,68,30.0,7,215.0,8009
335100,"Pl Tetuan","0037","0049",1,2,7,20.0,5,235.0,8010
335100,"Pl Tetuan","0002","0010",2,2,73,32.0,7,218.0,8010
335100,"Pl Tetuan","0012","0022",2,2,69,30.0,7,215.0,8009
335100,"Pl Tetuan","0024","0034",2,2,68,30.0,7,215.0,8010
335100,"Pl Tetuan","0036","0048",2,2,7,20.0,5,235.0,8010
335202,"Teulada","0001","0005",1,10,85,220.0,70,85.0,8019
335202,"Teulada","0002","0006",2,10,85,220.0,70,85.0,8019
335406,"Thous","0001","0009",1,7,16,137.0,33,77.0,8024
335406,"Thous","0002","0044",2,7,16,137.0,33,76.0,8024
