"partit_politic","nom","cognom_1","cognom_2","genere","remuneracio","observacio_remuneracio_ca","observacio_remuneracio_es","observacio_remuneracio_en","president_partit","descripcio_carrec_ca","descripcio_carrec_es","descripcio_carrec_en","posicio_principal","dependencia_ca","dependencia_es","dependencia_en","descripcio_uo_ampliada","ordre_caixa","foto","cv_ca","cv_es","agenda_ca","agenda_es","declaracio_activitats_ca","declaracio_activitats_es","declaracio_bens_ca","declaracio_bens_es"
"","Elia","Gran","Loustau","Femení",57224.3,"En aplicació del codi ètic de Barcelona en Comú, percebrà uns ingressos nets mensuals de 2.080 euros, en 14 pagues.","En aplicación del código ético de Barcelona en Comú, percibirá unos ingresos netos mensuales de 2.080 euros, en 14 pagas.","Under the code of ethics of Barcelona en Comú, she will receive a net monthly salary of 2,080 euros, in 14 instalments.","No","Assessora 3","Asesora 3","Advisor 3","Sí","Regidoria de Salut, Envelliment i Cures","Concejalía de Salud, Envejecimiento y Cuidados","Councillor's Office for Health, Ageing and Care","Regidoria de Salut, Envelliment i Cures",9,"https://apidocs.barcelona.cat/retribucions_pro/EVE_AJB_Elia%20Gran%20Loustau_FOTO.jpg","https://apidocs.barcelona.cat/retribucions_pro/EVE_AJB_Elia%20Gran%20Loustau_CVCA.pdf","https://apidocs.barcelona.cat/retribucions_pro/EVE_AJB_Elia%20Gran%20Loustau_CVCS.pdf","","","","","",""
"ERC","Elisabet","Bercial","Fernández","Femení",0.0,"Com a consellera sense dedicació, no té assignada una retribució fixa, i només percep les dietes que estableix la normativa per assistència a les sessions, amb un màxim de 10.000 euros anuals. Els barems de càlcul es troben a l'apartat <a href="" https://ajuntament.barcelona.cat/transparencia/ca/dietes-que-perceben-els-alts-carrecs-de-lajuntament "" target=”_blank”>'Dietes dels alts càrrecs'.</a>","Como consejera sin dedicación no tiene asignada una retribución fija, y solo percibe las dietas que establece la normativa por asistencia a las sesiones, con un máximo de 10.000 euros anuales. Los baremos de cálculo se encuentran en el apartado  <a href="" https://ajuntament.barcelona.cat/transparencia/es/dietas-que-perciben-los-altos-cargos-del-ayuntamiento"" target=”_blank”>  'Dietas de los altos cargos'. </a>","As a non-exclusive councillor, he has no fixed salary and only receives the subsistence allowance established under the regulations for attending meetings, up to a maximum of 10,000 euros a year. The calculation tables can be found in the  <a href="" https://ajuntament.barcelona.cat/transparencia/es/dietas-que-perciben-los-altos-cargos-del-ayuntamiento"" target=”_blank”>  ' Subsistence allowance for senior posts. </a> section.","No","Consellera","Consejera","District Councillor","Sí","Consell Municipal del Districte de les Corts","Consejo Municipal del Distrito de Les Corts","Les Corts District Council","Consell Municipal del Districte de les Corts",5,"https://apidocs.barcelona.cat/retribucions_pro/CLL_D04_Elisabet%20Bercial%20Fern%C3%A1ndez_FOTO.jpg","","","","","","","",""
"ERC","Elisenda","Alamany","Gutierrez","Femení",76649.02,"","","","No","Regidora","Concejala","Councillor","Sí","Consell Municipal","Consejo Municipal","City Council","Consell Municipal",3,"https://apidocs.barcelona.cat/retribucions_pro/REG_AJB_Elisenda%20Alamany%20Gutierrez_FOTO.jpg","https://apidocs.barcelona.cat/retribucions_pro/REG_AJB_Elisenda%20Alamany%20Guti%C3%A9rrez_CVCA.pdf","https://apidocs.barcelona.cat/retribucions_pro/REG_AJB_Elisenda%20Alamany%20Guti%C3%A9rrez_CVCS.pdf","","","https://seuelectronica.ajuntament.barcelona.cat/ca/registre-interessos/activitats/declaracio-inicial-270","https://seuelectronica.ajuntament.barcelona.cat/es/registre-interessos/activitats/declaracio-inicial-270","https://seuelectronica.ajuntament.barcelona.cat/ca/registre-interessos/bens/declaracio-inicial-269","https://seuelectronica.ajuntament.barcelona.cat/es/registre-interessos/bens/declaracio-inicial-269"
"ERC","Elisenda","Alamany","Gutierrez","Femení",76649.02,"","","","No","Regidora Adscrita","Concejala adscrita","Assigned Councillor","No","Regidors adscrits al Districte de Sant Martí","Concejales/as adscritos/as al Distrito de Sant Martí","Sant Martí Assigned District Councillors","Regidors adscrits al Districte de Sant Martí",5,"https://apidocs.barcelona.cat/retribucions_pro/REG_AJB_Elisenda%20Alamany%20Gutierrez_FOTO.jpg","https://apidocs.barcelona.cat/retribucions_pro/REG_AJB_Elisenda%20Alamany%20Guti%C3%A9rrez_CVCA.pdf","https://apidocs.barcelona.cat/retribucions_pro/REG_AJB_Elisenda%20Alamany%20Guti%C3%A9rrez_CVCS.pdf","","","https://seuelectronica.ajuntament.barcelona.cat/ca/registre-interessos/activitats/declaracio-inicial-270","https://seuelectronica.ajuntament.barcelona.cat/es/registre-interessos/activitats/declaracio-inicial-270","https://seuelectronica.ajuntament.barcelona.cat/ca/registre-interessos/bens/declaracio-inicial-269","https://seuelectronica.ajuntament.barcelona.cat/es/registre-interessos/bens/declaracio-inicial-269"
"ERC","Elisenda","Alamany","Gutierrez","Femení",76649.02,"","","","No","Portaveu Adjunta","Portavoz adjunta","Deputy Spokeswoman","No","Junta de Portaveus","Junta de Portavoces","Board of Spokespersons","Junta de Portaveus",0,"https://apidocs.barcelona.cat/retribucions_pro/REG_AJB_Elisenda%20Alamany%20Gutierrez_FOTO.jpg","https://apidocs.barcelona.cat/retribucions_pro/REG_AJB_Elisenda%20Alamany%20Guti%C3%A9rrez_CVCA.pdf","https://apidocs.barcelona.cat/retribucions_pro/REG_AJB_Elisenda%20Alamany%20Guti%C3%A9rrez_CVCS.pdf","","","https://seuelectronica.ajuntament.barcelona.cat/ca/registre-interessos/activitats/declaracio-inicial-270","https://seuelectronica.ajuntament.barcelona.cat/es/registre-interessos/activitats/declaracio-inicial-270","https://seuelectronica.ajuntament.barcelona.cat/ca/registre-interessos/bens/declaracio-inicial-269","https://seuelectronica.ajuntament.barcelona.cat/es/registre-interessos/bens/declaracio-inicial-269"
"ERC","Elisenda","Alamany","Gutierrez","Femení",76649.02,"","","","No","Membre","Miembro","Member","No","Comissió de Drets Socials, Cultura i Esports","Comisión de Derechos Sociales, Cultura y Deportes","Commission for Social Rights, Culture and Sports","Comissió de Drets Socials, Cultura i Esports",0,"https://apidocs.barcelona.cat/retribucions_pro/REG_AJB_Elisenda%20Alamany%20Gutierrez_FOTO.jpg","https://apidocs.barcelona.cat/retribucions_pro/REG_AJB_Elisenda%20Alamany%20Guti%C3%A9rrez_CVCA.pdf","https://apidocs.barcelona.cat/retribucions_pro/REG_AJB_Elisenda%20Alamany%20Guti%C3%A9rrez_CVCS.pdf","","","https://seuelectronica.ajuntament.barcelona.cat/ca/registre-interessos/activitats/declaracio-inicial-270","https://seuelectronica.ajuntament.barcelona.cat/es/registre-interessos/activitats/declaracio-inicial-270","https://seuelectronica.ajuntament.barcelona.cat/ca/registre-interessos/bens/declaracio-inicial-269","https://seuelectronica.ajuntament.barcelona.cat/es/registre-interessos/bens/declaracio-inicial-269"
"ERC","Elisenda","Alamany","Gutierrez","Femení",76649.02,"","","","No","Membre","Miembro","Member","No","Comissió de Presidència, Drets de Ciutadania, Participació i Seguretat i Prevenció","Comisión de Presidencia, Derechos de Ciudadanía, Participación y Seguridad y Prevención","Commission for Presidency, Citizen Rights, Participation and Safety and Prevention","Comissió de Presidència, Drets de Ciutadania, Participació i Seguretat i Prevenció",0,"https://apidocs.barcelona.cat/retribucions_pro/REG_AJB_Elisenda%20Alamany%20Gutierrez_FOTO.jpg","https://apidocs.barcelona.cat/retribucions_pro/REG_AJB_Elisenda%20Alamany%20Guti%C3%A9rrez_CVCA.pdf","https://apidocs.barcelona.cat/retribucions_pro/REG_AJB_Elisenda%20Alamany%20Guti%C3%A9rrez_CVCS.pdf","","","https://seuelectronica.ajuntament.barcelona.cat/ca/registre-interessos/activitats/declaracio-inicial-270","https://seuelectronica.ajuntament.barcelona.cat/es/registre-interessos/activitats/declaracio-inicial-270","https://seuelectronica.ajuntament.barcelona.cat/ca/registre-interessos/bens/declaracio-inicial-269","https://seuelectronica.ajuntament.barcelona.cat/es/registre-interessos/bens/declaracio-inicial-269"
"ERC","Elisenda","Alamany","Gutierrez","Femení",76649.02,"","","","No","Vocal","Vocal","Member","No","Institut Municipal Barcelona Esports","Instituto Municipal Barcelona Deportes","Barcelona Municipal Institute of Sports","Institut Municipal Barcelona Esports",0,"https://apidocs.barcelona.cat/retribucions_pro/REG_AJB_Elisenda%20Alamany%20Gutierrez_FOTO.jpg","https://apidocs.barcelona.cat/retribucions_pro/REG_AJB_Elisenda%20Alamany%20Guti%C3%A9rrez_CVCA.pdf","https://apidocs.barcelona.cat/retribucions_pro/REG_AJB_Elisenda%20Alamany%20Guti%C3%A9rrez_CVCS.pdf","","","https://seuelectronica.ajuntament.barcelona.cat/ca/registre-interessos/activitats/declaracio-inicial-270","https://seuelectronica.ajuntament.barcelona.cat/es/registre-interessos/activitats/declaracio-inicial-270","https://seuelectronica.ajuntament.barcelona.cat/ca/registre-interessos/bens/declaracio-inicial-269","https://seuelectronica.ajuntament.barcelona.cat/es/registre-interessos/bens/declaracio-inicial-269"
"Barcelona en comú","Eloi","Badia","Casas","Masculí",84532.0,"La retribució anual assignada és la que li correspon com a membre del Consell Municipal, tot i que, en aplicació del codi ètic de Barcelona en Comú, percebrà uns ingressos nets mensuals de 2.291,03 euros, en 14 pagues (import net equivalent a 3,5 vegades el salari mínim interprofessional). A aquest import s'afegeix, en concepte de complement per responsabilitat de govern i cures, la quantitat de 600 euros. Per a la resta dels seus càrrecs municipals no té assignada retribució.","La retribución anual asignada es la que le corresponde como miembro del Consejo Municipal, aunque, en aplicación del código ético de Barcelona en Comú, percibirá unos ingresos netos mensuales de 2.291,03 euros, en 14 pagas (importe neto equivalente a 3,5 veces el salario mínimo interprofesional). A este importe se añade, en concepto de complemento por responsabilidad de gobierno y cuidados, la cantidad de 600 euros. Para el resto de sus cargos municipales no tiene asignada retribución.","The allocated annual remuneration is the one he is entitled to as a member of the Municipal Council, although, under the Barcelona en Comú code of ethics, he will receive a net monthly salary of €2,291.03, in 14 instalments (net amount equivalent to 3.5 times the minimum interprofessional salary). An additional sum of €600 will complement this amount for governance and care responsibilities. He has no remuneration allocated for the rest of his municipal posts.","No","Regidor","Concejal","Councillor","Sí","Consell Municipal","Consejo Municipal","City Council","Consell Municipal",3,"https://apidocs.barcelona.cat/retribucions_pro/REG_AJB_Eloi%20Badia%20Casas_FOTO.jpg","https://apidocs.barcelona.cat/retribucions_pro/REG_AJB_Eloi%20Badia%20Casas_CVCA.pdf","https://apidocs.barcelona.cat/retribucions_pro/REG_AJB_Eloi%20Badia%20Casas_CVCS.pdf","https://ajuntament.barcelona.cat/agenda/bc/ca/eloi-badia-casas","https://ajuntament.barcelona.cat/agenda/bc/es/eloi-badia-casas","https://seuelectronica.ajuntament.barcelona.cat/ca/registre-interessos/activitats/declaracio-inicial-342","https://seuelectronica.ajuntament.barcelona.cat/es/registre-interessos/activitats/declaracio-inicial-342","https://seuelectronica.ajuntament.barcelona.cat/ca/registre-interessos/bens/declaracio-inicial-341","https://seuelectronica.ajuntament.barcelona.cat/es/registre-interessos/bens/declaracio-inicial-341"
"Barcelona en comú","Eloi","Badia","Casas","Masculí",84532.0,"La retribució anual assignada és la que li correspon com a membre del Consell Municipal, tot i que, en aplicació del codi ètic de Barcelona en Comú, percebrà uns ingressos nets mensuals de 2.291,03 euros, en 14 pagues (import net equivalent a 3,5 vegades el salari mínim interprofessional). A aquest import s'afegeix, en concepte de complement per responsabilitat de govern i cures, la quantitat de 600 euros. Per a la resta dels seus càrrecs municipals no té assignada retribució.","La retribución anual asignada es la que le corresponde como miembro del Consejo Municipal, aunque, en aplicación del código ético de Barcelona en Comú, percibirá unos ingresos netos mensuales de 2.291,03 euros, en 14 pagas (importe neto equivalente a 3,5 veces el salario mínimo interprofesional). A este importe se añade, en concepto de complemento por responsabilidad de gobierno y cuidados, la cantidad de 600 euros. Para el resto de sus cargos municipales no tiene asignada retribución.","The allocated annual remuneration is the one he is entitled to as a member of the Municipal Council, although, under the Barcelona en Comú code of ethics, he will receive a net monthly salary of €2,291.03, in 14 instalments (net amount equivalent to 3.5 times the minimum interprofessional salary). An additional sum of €600 will complement this amount for governance and care responsibilities. He has no remuneration allocated for the rest of his municipal posts.","No","Regidor","Concejal","City Councillor","No","Regidoria d'Emergència Climàtica i Transició Ecològica","Concejalía de Emergencia Climática y Transición Ecológica","Councillor's Office for Climate Emergency and Ecological Transition","Regidoria d'Emergència Climàtica i Transició Ecològica",0,"https://apidocs.barcelona.cat/retribucions_pro/REG_AJB_Eloi%20Badia%20Casas_FOTO.jpg","https://apidocs.barcelona.cat/retribucions_pro/REG_AJB_Eloi%20Badia%20Casas_CVCA.pdf","https://apidocs.barcelona.cat/retribucions_pro/REG_AJB_Eloi%20Badia%20Casas_CVCS.pdf","https://ajuntament.barcelona.cat/agenda/bc/ca/eloi-badia-casas","https://ajuntament.barcelona.cat/agenda/bc/es/eloi-badia-casas","https://seuelectronica.ajuntament.barcelona.cat/ca/registre-interessos/activitats/declaracio-inicial-342","https://seuelectronica.ajuntament.barcelona.cat/es/registre-interessos/activitats/declaracio-inicial-342","https://seuelectronica.ajuntament.barcelona.cat/ca/registre-interessos/bens/declaracio-inicial-341","https://seuelectronica.ajuntament.barcelona.cat/es/registre-interessos/bens/declaracio-inicial-341"
"Barcelona en comú","Eloi","Badia","Casas","Masculí",84532.0,"La retribució anual assignada és la que li correspon com a membre del Consell Municipal, tot i que, en aplicació del codi ètic de Barcelona en Comú, percebrà uns ingressos nets mensuals de 2.291,03 euros, en 14 pagues (import net equivalent a 3,5 vegades el salari mínim interprofessional). A aquest import s'afegeix, en concepte de complement per responsabilitat de govern i cures, la quantitat de 600 euros. Per a la resta dels seus càrrecs municipals no té assignada retribució.","La retribución anual asignada es la que le corresponde como miembro del Consejo Municipal, aunque, en aplicación del código ético de Barcelona en Comú, percibirá unos ingresos netos mensuales de 2.291,03 euros, en 14 pagas (importe neto equivalente a 3,5 veces el salario mínimo interprofesional). A este importe se añade, en concepto de complemento por responsabilidad de gobierno y cuidados, la cantidad de 600 euros. Para el resto de sus cargos municipales no tiene asignada retribución.","The allocated annual remuneration is the one he is entitled to as a member of the Municipal Council, although, under the Barcelona en Comú code of ethics, he will receive a net monthly salary of €2,291.03, in 14 instalments (net amount equivalent to 3.5 times the minimum interprofessional salary). An additional sum of €600 will complement this amount for governance and care responsibilities. He has no remuneration allocated for the rest of his municipal posts.","No","Regidor del Districte","Concejal de distrito","District Councillor","No","Regidoria del Districte de Gràcia","Concejalía del Distrito de Gràcia","Gràcia District Councillor's Office","Regidoria del Districte de Gràcia",5,"https://apidocs.barcelona.cat/retribucions_pro/REG_AJB_Eloi%20Badia%20Casas_FOTO.jpg","https://apidocs.barcelona.cat/retribucions_pro/REG_AJB_Eloi%20Badia%20Casas_CVCA.pdf","https://apidocs.barcelona.cat/retribucions_pro/REG_AJB_Eloi%20Badia%20Casas_CVCS.pdf","https://ajuntament.barcelona.cat/agenda/bc/ca/eloi-badia-casas","https://ajuntament.barcelona.cat/agenda/bc/es/eloi-badia-casas","https://seuelectronica.ajuntament.barcelona.cat/ca/registre-interessos/activitats/declaracio-inicial-342","https://seuelectronica.ajuntament.barcelona.cat/es/registre-interessos/activitats/declaracio-inicial-342","https://seuelectronica.ajuntament.barcelona.cat/ca/registre-interessos/bens/declaracio-inicial-341","https://seuelectronica.ajuntament.barcelona.cat/es/registre-interessos/bens/declaracio-inicial-341"
"Barcelona en comú","Eloi","Badia","Casas","Masculí",84532.0,"La retribució anual assignada és la que li correspon com a membre del Consell Municipal, tot i que, en aplicació del codi ètic de Barcelona en Comú, percebrà uns ingressos nets mensuals de 2.291,03 euros, en 14 pagues (import net equivalent a 3,5 vegades el salari mínim interprofessional). A aquest import s'afegeix, en concepte de complement per responsabilitat de govern i cures, la quantitat de 600 euros. Per a la resta dels seus càrrecs municipals no té assignada retribució.","La retribución anual asignada es la que le corresponde como miembro del Consejo Municipal, aunque, en aplicación del código ético de Barcelona en Comú, percibirá unos ingresos netos mensuales de 2.291,03 euros, en 14 pagas (importe neto equivalente a 3,5 veces el salario mínimo interprofesional). A este importe se añade, en concepto de complemento por responsabilidad de gobierno y cuidados, la cantidad de 600 euros. Para el resto de sus cargos municipales no tiene asignada retribución.","The allocated annual remuneration is the one he is entitled to as a member of the Municipal Council, although, under the Barcelona en Comú code of ethics, he will receive a net monthly salary of €2,291.03, in 14 instalments (net amount equivalent to 3.5 times the minimum interprofessional salary). An additional sum of €600 will complement this amount for governance and care responsibilities. He has no remuneration allocated for the rest of his municipal posts.","No","President","Presidente","Chair","No","Tractament i Selecció de Residus, SA","Tratamiento y Selección de Residuos, SA","Tractament i Selecció de Residus, SA","Tractament i Selecció de Residus, SA",0,"https://apidocs.barcelona.cat/retribucions_pro/REG_AJB_Eloi%20Badia%20Casas_FOTO.jpg","https://apidocs.barcelona.cat/retribucions_pro/REG_AJB_Eloi%20Badia%20Casas_CVCA.pdf","https://apidocs.barcelona.cat/retribucions_pro/REG_AJB_Eloi%20Badia%20Casas_CVCS.pdf","https://ajuntament.barcelona.cat/agenda/bc/ca/eloi-badia-casas","https://ajuntament.barcelona.cat/agenda/bc/es/eloi-badia-casas","https://seuelectronica.ajuntament.barcelona.cat/ca/registre-interessos/activitats/declaracio-inicial-342","https://seuelectronica.ajuntament.barcelona.cat/es/registre-interessos/activitats/declaracio-inicial-342","https://seuelectronica.ajuntament.barcelona.cat/ca/registre-interessos/bens/declaracio-inicial-341","https://seuelectronica.ajuntament.barcelona.cat/es/registre-interessos/bens/declaracio-inicial-341"
"Barcelona en comú","Eloi","Badia","Casas","Masculí",84532.0,"La retribució anual assignada és la que li correspon com a membre del Consell Municipal, tot i que, en aplicació del codi ètic de Barcelona en Comú, percebrà uns ingressos nets mensuals de 2.291,03 euros, en 14 pagues (import net equivalent a 3,5 vegades el salari mínim interprofessional). A aquest import s'afegeix, en concepte de complement per responsabilitat de govern i cures, la quantitat de 600 euros. Per a la resta dels seus càrrecs municipals no té assignada retribució.","La retribución anual asignada es la que le corresponde como miembro del Consejo Municipal, aunque, en aplicación del código ético de Barcelona en Comú, percibirá unos ingresos netos mensuales de 2.291,03 euros, en 14 pagas (importe neto equivalente a 3,5 veces el salario mínimo interprofesional). A este importe se añade, en concepto de complemento por responsabilidad de gobierno y cuidados, la cantidad de 600 euros. Para el resto de sus cargos municipales no tiene asignada retribución.","The allocated annual remuneration is the one he is entitled to as a member of the Municipal Council, although, under the Barcelona en Comú code of ethics, he will receive a net monthly salary of €2,291.03, in 14 instalments (net amount equivalent to 3.5 times the minimum interprofessional salary). An additional sum of €600 will complement this amount for governance and care responsibilities. He has no remuneration allocated for the rest of his municipal posts.","No","President","Presidente","Chair","No","Cementiris de Barcelona, SA","Cementerios de Barcelona, SA","Cementiris de Barcelona, SA","Cementiris de Barcelona, SA",0,"https://apidocs.barcelona.cat/retribucions_pro/REG_AJB_Eloi%20Badia%20Casas_FOTO.jpg","https://apidocs.barcelona.cat/retribucions_pro/REG_AJB_Eloi%20Badia%20Casas_CVCA.pdf","https://apidocs.barcelona.cat/retribucions_pro/REG_AJB_Eloi%20Badia%20Casas_CVCS.pdf","https://ajuntament.barcelona.cat/agenda/bc/ca/eloi-badia-casas","https://ajuntament.barcelona.cat/agenda/bc/es/eloi-badia-casas","https://seuelectronica.ajuntament.barcelona.cat/ca/registre-interessos/activitats/declaracio-inicial-342","https://seuelectronica.ajuntament.barcelona.cat/es/registre-interessos/activitats/declaracio-inicial-342","https://seuelectronica.ajuntament.barcelona.cat/ca/registre-interessos/bens/declaracio-inicial-341","https://seuelectronica.ajuntament.barcelona.cat/es/registre-interessos/bens/declaracio-inicial-341"
"Barcelona en comú","Eloi","Badia","Casas","Masculí",84532.0,"La retribució anual assignada és la que li correspon com a membre del Consell Municipal, tot i que, en aplicació del codi ètic de Barcelona en Comú, percebrà uns ingressos nets mensuals de 2.291,03 euros, en 14 pagues (import net equivalent a 3,5 vegades el salari mínim interprofessional). A aquest import s'afegeix, en concepte de complement per responsabilitat de govern i cures, la quantitat de 600 euros. Per a la resta dels seus càrrecs municipals no té assignada retribució.","La retribución anual asignada es la que le corresponde como miembro del Consejo Municipal, aunque, en aplicación del código ético de Barcelona en Comú, percibirá unos ingresos netos mensuales de 2.291,03 euros, en 14 pagas (importe neto equivalente a 3,5 veces el salario mínimo interprofesional). A este importe se añade, en concepto de complemento por responsabilidad de gobierno y cuidados, la cantidad de 600 euros. Para el resto de sus cargos municipales no tiene asignada retribución.","The allocated annual remuneration is the one he is entitled to as a member of the Municipal Council, although, under the Barcelona en Comú code of ethics, he will receive a net monthly salary of €2,291.03, in 14 instalments (net amount equivalent to 3.5 times the minimum interprofessional salary). An additional sum of €600 will complement this amount for governance and care responsibilities. He has no remuneration allocated for the rest of his municipal posts.","No","President","Presidente","Chair","No","Agència Local d'Energia de Barcelona","Agencia Local de Energía de Barcelona","Barcelona Local Energy Agency","Agència Local d'Energia de Barcelona",0,"https://apidocs.barcelona.cat/retribucions_pro/REG_AJB_Eloi%20Badia%20Casas_FOTO.jpg","https://apidocs.barcelona.cat/retribucions_pro/REG_AJB_Eloi%20Badia%20Casas_CVCA.pdf","https://apidocs.barcelona.cat/retribucions_pro/REG_AJB_Eloi%20Badia%20Casas_CVCS.pdf","https://ajuntament.barcelona.cat/agenda/bc/ca/eloi-badia-casas","https://ajuntament.barcelona.cat/agenda/bc/es/eloi-badia-casas","https://seuelectronica.ajuntament.barcelona.cat/ca/registre-interessos/activitats/declaracio-inicial-342","https://seuelectronica.ajuntament.barcelona.cat/es/registre-interessos/activitats/declaracio-inicial-342","https://seuelectronica.ajuntament.barcelona.cat/ca/registre-interessos/bens/declaracio-inicial-341","https://seuelectronica.ajuntament.barcelona.cat/es/registre-interessos/bens/declaracio-inicial-341"
"Barcelona en comú","Eloi","Badia","Casas","Masculí",84532.0,"La retribució anual assignada és la que li correspon com a membre del Consell Municipal, tot i que, en aplicació del codi ètic de Barcelona en Comú, percebrà uns ingressos nets mensuals de 2.291,03 euros, en 14 pagues (import net equivalent a 3,5 vegades el salari mínim interprofessional). A aquest import s'afegeix, en concepte de complement per responsabilitat de govern i cures, la quantitat de 600 euros. Per a la resta dels seus càrrecs municipals no té assignada retribució.","La retribución anual asignada es la que le corresponde como miembro del Consejo Municipal, aunque, en aplicación del código ético de Barcelona en Comú, percibirá unos ingresos netos mensuales de 2.291,03 euros, en 14 pagas (importe neto equivalente a 3,5 veces el salario mínimo interprofesional). A este importe se añade, en concepto de complemento por responsabilidad de gobierno y cuidados, la cantidad de 600 euros. Para el resto de sus cargos municipales no tiene asignada retribución.","The allocated annual remuneration is the one he is entitled to as a member of the Municipal Council, although, under the Barcelona en Comú code of ethics, he will receive a net monthly salary of €2,291.03, in 14 instalments (net amount equivalent to 3.5 times the minimum interprofessional salary). An additional sum of €600 will complement this amount for governance and care responsibilities. He has no remuneration allocated for the rest of his municipal posts.","No","Conseller","Consejero","District Councillor","No","Barcelona de Serveis Municipals, SA","Barcelona de Servicios Municipales, SA","Barcelona de Serveis Municipals, SA","Barcelona de Serveis Municipals, SA",0,"https://apidocs.barcelona.cat/retribucions_pro/REG_AJB_Eloi%20Badia%20Casas_FOTO.jpg","https://apidocs.barcelona.cat/retribucions_pro/REG_AJB_Eloi%20Badia%20Casas_CVCA.pdf","https://apidocs.barcelona.cat/retribucions_pro/REG_AJB_Eloi%20Badia%20Casas_CVCS.pdf","https://ajuntament.barcelona.cat/agenda/bc/ca/eloi-badia-casas","https://ajuntament.barcelona.cat/agenda/bc/es/eloi-badia-casas","https://seuelectronica.ajuntament.barcelona.cat/ca/registre-interessos/activitats/declaracio-inicial-342","https://seuelectronica.ajuntament.barcelona.cat/es/registre-interessos/activitats/declaracio-inicial-342","https://seuelectronica.ajuntament.barcelona.cat/ca/registre-interessos/bens/declaracio-inicial-341","https://seuelectronica.ajuntament.barcelona.cat/es/registre-interessos/bens/declaracio-inicial-341"
"Barcelona en comú","Eloi","Badia","Casas","Masculí",84532.0,"La retribució anual assignada és la que li correspon com a membre del Consell Municipal, tot i que, en aplicació del codi ètic de Barcelona en Comú, percebrà uns ingressos nets mensuals de 2.291,03 euros, en 14 pagues (import net equivalent a 3,5 vegades el salari mínim interprofessional). A aquest import s'afegeix, en concepte de complement per responsabilitat de govern i cures, la quantitat de 600 euros. Per a la resta dels seus càrrecs municipals no té assignada retribució.","La retribución anual asignada es la que le corresponde como miembro del Consejo Municipal, aunque, en aplicación del código ético de Barcelona en Comú, percibirá unos ingresos netos mensuales de 2.291,03 euros, en 14 pagas (importe neto equivalente a 3,5 veces el salario mínimo interprofesional). A este importe se añade, en concepto de complemento por responsabilidad de gobierno y cuidados, la cantidad de 600 euros. Para el resto de sus cargos municipales no tiene asignada retribución.","The allocated annual remuneration is the one he is entitled to as a member of the Municipal Council, although, under the Barcelona en Comú code of ethics, he will receive a net monthly salary of €2,291.03, in 14 instalments (net amount equivalent to 3.5 times the minimum interprofessional salary). An additional sum of €600 will complement this amount for governance and care responsibilities. He has no remuneration allocated for the rest of his municipal posts.","No","President","Presidente","Chair","No","Institut Municipal de Parcs i Jardins de Barcelona","Instituto Municipal de Parques y Jardines de Barcelona","Barcelona Municipal Institute of Parks and Gardens","Institut Municipal de Parcs i Jardins de Barcelona",0,"https://apidocs.barcelona.cat/retribucions_pro/REG_AJB_Eloi%20Badia%20Casas_FOTO.jpg","https://apidocs.barcelona.cat/retribucions_pro/REG_AJB_Eloi%20Badia%20Casas_CVCA.pdf","https://apidocs.barcelona.cat/retribucions_pro/REG_AJB_Eloi%20Badia%20Casas_CVCS.pdf","https://ajuntament.barcelona.cat/agenda/bc/ca/eloi-badia-casas","https://ajuntament.barcelona.cat/agenda/bc/es/eloi-badia-casas","https://seuelectronica.ajuntament.barcelona.cat/ca/registre-interessos/activitats/declaracio-inicial-342","https://seuelectronica.ajuntament.barcelona.cat/es/registre-interessos/activitats/declaracio-inicial-342","https://seuelectronica.ajuntament.barcelona.cat/ca/registre-interessos/bens/declaracio-inicial-341","https://seuelectronica.ajuntament.barcelona.cat/es/registre-interessos/bens/declaracio-inicial-341"
