"dccontributorauthor","dccoveragespatial","dcdatecreated","dcdateissued","dcdescriptionabstract","dcformat","dcformatextent","dcidentifierentitat","dcidentifieruri","dcrelation","dcrelationisreferencedby","dcrights","dcrightsaccessrights","dcrightsnotes","dcrightsrightsHolder","dcrightsuri","dcsubjectforma","dcsubjectimagurb","dctitle","dctype","Unnamed: 20"
"Cementiris de Barcelona, S.A.","Hospitalet de Llobregat (Catalunya)",2007,2017,"El Cementiri de Sants és un dels cementiris gestionats per Cementiris de Barcelona S.A., encara que territorialment pertany al municipi de l'Hospitalet de Llobregat. Els terrenys van ser comprats per l'antic municipi de Sants, per a la construcció d'aquest cementiri. Es va inaugurar oficialment l'any 1880. Amb l'annexió de Sants a Barcelona, el Cementiri de Sants va passar a l'Ajuntament de Barcelona. Adreça: Passatge del Cementiri, 1, al costat de la Travessera de Collblanc, 60-80. És un cementiri sense grans construccions funeràries, però, Sants és un cementiri força concorregut on es veuen sepultures molt visitades i ben cuidades.","image/jpeg","1 fotografia","societats mercantils","http://hdl.handle.net/11703/102381","","","CC-BY","openAccess","Còpia permesa amb finalitat d'estudi o recerca, citant la font ""Cementiris de Barcelona"". Per a qualsevol altre ús cal demanar autorització","Cementiris de Barcelona, S.A.","http://creativecommons.org/licenses/by/4.0/deed.ca","fotografies","Escultures i monuments. CEMENTIRIS. Àngels en l'art. Cementiri de Sants (Hospitalet de Llobregat, Catalunya)","Escultura d'angelet sobre un pedestal al Cementiri de Sants","image",""
"Cementiris de Barcelona, S.A.","Barcelona. Districte 5. Sarrià-Sant Gervasi. Tres Torres (Barcelona : Barri). Cementiri de Sarrià, Camí (Barcelona)",2006,2017,"Sarrià no es va incorporar a Barcelona fins el 1921. Va ser l’últim municipi annexionat i, fins aleshores, havia estat un poblet que els estius s’omplia d’estiuejants que tenien el domicili principal a Barcelona i, per descomptat, la seva sepultura en un dels dos cementiris que aleshores hi havia a la ciutat, el del Poblenou i el de Montjuïc. Els primers escrits que fan referència al Cementiri de Sarrià es remunten al 1922. Es tracta del llibre de registres, on consten tant els difunts enterrats com les fitxes, en les quals es detallen la construcció de l’oficina, el dipòsit i altres serveis.","image/jpeg","1 fotografia","societats mercantils","http://hdl.handle.net/11703/102350","","http://www.cbsa.cat/cementiri-sarria/","CC-BY","openAccess","Còpia permesa amb finalitat d'estudi o recerca, citant la font ""Cementiris de Barcelona"". Per a qualsevol altre ús cal demanar autorització","Cementiris de Barcelona, S.A.","http://creativecommons.org/licenses/by/4.0/deed.ca","fotografies","Escultures i monuments. DONES. CEMENTIRIS. Cementiri de Sarrià (Barcelona)","Escultura de dona resant al Cementiri de Sarrià","image",""
"Cementiris de Barcelona, S.A.","Barcelona. Districte 8. Nou Barris. Porta (Barcelona : Barri). Garrofers, Carrer (Barcelona)",2012,2017,"El cementiri de Sant Andreu fou inaugurat el 1839 i pertanyia a Sant Andreu del Palomar que formava part del Pla de Barcelona. Sembla que fou la primera població del Pla que va disposar de cementiri desprès de la construcció del de Poblenou.","image/jpeg","1 fotografia","societats mercantils","http://hdl.handle.net/11703/102338","","","CC-BY","openAccess","Còpia permesa amb finalitat d'estudi o recerca, citant la font ""Cementiris de Barcelona"". Per a qualsevol altre ús cal demanar autorització","Cementiris de Barcelona, S.A.","http://creativecommons.org/licenses/by/4.0/deed.ca","fotografies","MONUMENTS FUNERARIS. SEPULCRES. Tombes. CEMENTIRIS. CEMENTIRI DE SANT ANDREU (BARCELONA)","Panteó del Soldat al Cementiri de Sant Andreu","image",""
"Cementiris de Barcelona, S.A.","Collserola, Serra de (Catalunya). Montcada i Reixac (Catalunya)",2014,2017,"Jardins on es poden dipositar les cendres en una piràmide d’inhumació comunitària, amb l’opció de col·locar una placa en memòria de l’ésser estimat.","image/jpeg","1 fotografia","societats mercantils","http://hdl.handle.net/11703/102278","","http://www.cbsa.cat/espais-per-cendres/","CC-BY","openAccess","Còpia permesa amb finalitat d'estudi o recerca, citant la font ""Cementiris de Barcelona"". Per a qualsevol altre ús cal demanar autorització","Cementiris de Barcelona, S.A.","http://creativecommons.org/licenses/by/4.0/deed.ca","fotografies","CEMENTIRIS. Cremació. Cementiri de Collserola (Montcada i Reixac, Catalunya)","Jardí del Repòs al Cementiri de Collserola","image",""
"Cementiris de Barcelona, S.A.","Hospitalet de Llobregat (Catalunya)",2007,2017,"El Cementiri de Sants és un dels cementiris gestionats per Cementiris de Barcelona S.A., encara que territorialment pertany al municipi de l'Hospitalet de Llobregat. Els terrenys van ser comprats per l'antic municipi de Sants, per a la construcció d'aquest cementiri. Es va inaugurar oficialment l'any 1880. Amb l'annexió de Sants a Barcelona, el Cementiri de Sants va passar a l'Ajuntament de Barcelona. Adreça: Passatge del Cementiri, 1, al costat de la Travessera de Collblanc, 60-80. És un cementiri sense grans construccions funeràries, però, Sants és un cementiri força concorregut on es veuen sepultures molt visitades i ben cuidades.","image/jpeg","1 fotografia","societats mercantils","http://hdl.handle.net/11703/102387","","","CC-BY","openAccess","Còpia permesa amb finalitat d'estudi o recerca, citant la font ""Cementiris de Barcelona"". Per a qualsevol altre ús cal demanar autorització","Cementiris de Barcelona, S.A.","http://creativecommons.org/licenses/by/4.0/deed.ca","fotografies","CEMENTIRIS. SEPULCRES. Tombes. Cementiri de Sants (Hospitalet de Llobregat, Catalunya)","Vistes generals al Cementiri de Sants : sepultures al terra","image",""
"Cementiris de Barcelona, S.A.","Barcelona. Districte 4. Les Corts. Joan XXIII, Avinguda (Barcelona)",2006,2017,"El Cementiri de Les Corts és un recinte senzill que es va construir en relació a les necessitats del, aleshores, independent poble de les Corts. Com el cementiri de Sant Andreu, és un cementiri molt visitat i de d'inicis d'aquest any 2017 es realitzen visites guiades el primer dissabte de cada mes.","image/jpeg","1 fotografia","societats mercantils","http://hdl.handle.net/11703/102303","","http://www.cbsa.cat/ruta-les-corts/","CC-BY","openAccess","Còpia permesa amb finalitat d'estudi o recerca, citant la font ""Cementiris de Barcelona"". Per a qualsevol altre ús cal demanar autorització","Cementiris de Barcelona, S.A.","http://creativecommons.org/licenses/by/4.0/deed.ca","fotografies","CEMENTIRIS. SEPULCRES. Tombes. Cementiri de Les Corts (Barcelona)","Vistes generals del Cementiri de Les Corts : sepultura amb gran creu de pedra","image",""
"Cementiris de Barcelona, S.A.","Barcelona. Districte 8. Nou Barris. Porta (Barcelona : Barri). Garrofers, Carrer (Barcelona)",2012,2017,"El cementiri de Sant Andreu fou inaugurat el 1839 i pertanyia a Sant Andreu del Palomar que formava part del Pla de Barcelona. Sembla que fou la primera població del Pla que va disposar de cementiri desprès de la construcció del de Poblenou.","image/jpeg","1 fotografia","societats mercantils","http://hdl.handle.net/11703/102336","","","CC-BY","openAccess","Còpia permesa amb finalitat d'estudi o recerca, citant la font ""Cementiris de Barcelona"". Per a qualsevol altre ús cal demanar autorització","Cementiris de Barcelona, S.A.","http://creativecommons.org/licenses/by/4.0/deed.ca","fotografies","MONUMENTS FUNERARIS. SEPULCRES. Tombes. CEMENTIRIS. CEMENTIRI DE SANT ANDREU (BARCELONA)","Panteó del Soldat al Cementiri de Sant Andreu : creu al fons","image",""
"Cementiris de Barcelona, S.A.","Barcelona. Districte 4. Les Corts. Joan XXIII, Avinguda (Barcelona)",2006,2017,"El Cementiri de Les Corts és un recinte senzill que es va construir en relació a les necessitats del, aleshores, independent poble de les Corts. Com el cementiri de Sant Andreu, és un cementiri molt visitat i de d'inicis d'aquest any 2017 es realitzen visites guiades el primer dissabte de cada mes.","image/jpeg","1 fotografia","societats mercantils","http://hdl.handle.net/11703/102304","","http://www.cbsa.cat/ruta-les-corts/","CC-BY","openAccess","Còpia permesa amb finalitat d'estudi o recerca, citant la font ""Cementiris de Barcelona"". Per a qualsevol altre ús cal demanar autorització","Cementiris de Barcelona, S.A.","http://creativecommons.org/licenses/by/4.0/deed.ca","fotografies","CEMENTIRIS. SEPULCRES. Tombes. Cementiri de Les Corts (Barcelona)","Vistes generals del Cementiri de Les Corts : carrer amb xiprers","image",""
"Cementiris de Barcelona, S.A.","Barcelona. Districte 3. Sants-Montjuïc. Mare de Déu de Port, Carrer (Barcelona). Fossar de la Pedrera (Barcelona)",2001,2016,"Espai memorial dedicat a les víctimes de la repressió i dels bombardejos franquistes.","image/jpeg","1 fotografia","societats mercantils","http://hdl.handle.net/11703/102668","","","CC-BY","openAccess","Còpia permesa amb finalitat d'estudi o recerca, citant la font ""Cementiris de Barcelona"". Per a qualsevol altre ús cal demanar autorització","Cementiris de Barcelona, S.A.","http://creativecommons.org/licenses/by/4.0/deed.ca","fotografies","CEMENTIRIS. MONUMENTS FUNERARIS. Tombes. Cementiri de Montjuïc (Barcelona)","Fossar de la Pedrera, al Cementiri de Montjuïc : vista general","image",""
"Gilaberte Redondo, Andreu. Cementiris de Barcelona, S.A.","Barcelona. Districte 5. Sarrià-Sant Gervasi. Cementiri de Sant Gervasi, Camí (Barcelona)",2016,2017,"El cementiri de Sant Gervasi és un cementiri protegit com a bé cultural d'interès local i ens mostra gran varietat d'escultures i panteons, molts d'ells monumentals, predominant-hi l'eclecticisme.","image/jpeg","1 fotografia","societats mercantils","http://hdl.handle.net/11703/102504","","","CC-BY-NC-ND","openAccess","Còpia permesa amb finalitat d'estudi o recerca, citant la font ""Cementiris de Barcelona"". Per a qualsevol altre ús cal demanar autorització.","Cementiris de Barcelona, S.A.","http://creativecommons.org/licenses/by-nc-nd/4.0/deed.ca","fotografies","CEMENTIRIS. Escultures i monuments. Cementiri de Sant Gervasi (Barcelona). GARGOLES","Gàrgola d'un panteó, al Cementiri de Sant Gervasi","image",""
"Cementiris de Barcelona, S.A.","Barcelona. Districte 3. Sants-Montjuïc. Mare de Déu de Port, Carrer (Barcelona). Fossar de la Pedrera (Barcelona)",2005,2016,"Ubicada al Fossar de la Pedrera, la tomba de Lluís Companys, President de la Generalitat de Catalunya durant la Guerra Civil Espanyola, rep cada 15 d'octubre una ofrena floral en el seu honor.","image/jpeg","1 fotografia","societats mercantils","http://hdl.handle.net/11703/102671","","","CC-BY","openAccess","Còpia permesa amb finalitat d'estudi o recerca, citant la font ""Cementiris de Barcelona"". Per a qualsevol altre ús cal demanar autorització","Cementiris de Barcelona, S.A.","http://creativecommons.org/licenses/by/4.0/deed.ca","fotografies","CEMENTIRIS. MONUMENTS FUNERARIS. Tombes. Cementiri de Montjuïc (Barcelona)","Sepultura de Lluís Companys, al Cementiri de Montjuïc : monument","image",""
"Cementiris de Barcelona, S.A.","Barcelona. Districte 10. Sant Martí. Poblenou (Barcelona : Barri). Carmen Amaya, Carrer (Barcelona). Bisbe Josep Climent, Carrer del (Barcelona)",2014,2016,"El Departament Segon, és la part monumental del cementiri on s'enterrava la burgesia. Es diferencia de la part igualitària del cementiri.","image/jpeg","1 fotografia","societats mercantils","http://hdl.handle.net/11703/102638","","","CC-BY","openAccess","Còpia permesa amb finalitat d'estudi o recerca, citant la font ""Cementiris de Barcelona"". Per a qualsevol altre ús cal demanar autorització","Cementiris de Barcelona, S.A.","http://creativecommons.org/licenses/by/4.0/deed.ca","fotografies","CEMENTIRIS. Mausoleus. Tombes. Cementiri del Poblenou (Barcelona)","Departament Segon del Cementiri de Poblenou : escultura d'un àngel i sepulcres","image",""
"Gilaberte Redondo, Andreu. Cementiris de Barcelona, S.A.","Barcelona. Districte 5. Sarrià-Sant Gervasi. Cementiri de Sant Gervasi, Camí (Barcelona)",2016,2017,"El cementiri de Sant Gervasi és un cementiri protegit com a bé cultural d'interès local i ens mostra gran varietat d'escultures i panteons, molts d'ells monumentals, predominant-hi l'eclecticisme.","image/jpeg","1 fotografia","societats mercantils","http://hdl.handle.net/11703/99797","","","CC-BY-NC-ND","openAccess","Còpia permesa amb finalitat d'estudi o recerca, citant la font ""Cementiris de Barcelona"". Per a qualsevol altre ús cal demanar autorització.","Cementiris de Barcelona, S.A","http://creativecommons.org/licenses/by-nc-nd/4.0/deed.ca","fotografies","CEMENTIRIS. Escultures i monuments. Cementiri de Sant Gervasi (Barcelona)","Detall del peu d'una escultura, al Cementiri de Sant Gervasi","image",""
"Cementiris de Barcelona, S.A.","Barcelona. Districte 8. Nou Barris. Porta (Barcelona : Barri). Garrofers, Carrer (Barcelona)",2006,2017,"Creu de terme que indicava el començament del poble de Sant Andreu, al recinte del Cementiri de Sant Andreu, inaugurat el 1839 i pertanyia a Sant Andreu del Palomar que formava part del Pla de Barcelona. Sembla que fou la primera població del Pla que va disposar de cementiri desprès de la construcció del de Poblenou.","image/jpeg","1 fotografia","societats mercantils","http://hdl.handle.net/11703/102346","","","CC-BY","openAccess","Còpia permesa amb finalitat d'estudi o recerca, citant la font ""Cementiris de Barcelona"". Per a qualsevol altre ús cal demanar autorització","Cementiris de Barcelona, S.A.","http://creativecommons.org/licenses/by/4.0/deed.ca","fotografies","CREUS DE TERME. CEMENTIRIS. CEMENTIRI DE SANT ANDREU (BARCELONA)","Creu de terme al Cementiri de Sant Andreu","image",""
"Cementiris de Barcelona, S.A.","Collserola, Serra de (Catalunya). Montcada i Reixac (Catalunya)",2015,2017,"El Bosc de cendres és un espai natural adaptat dins el Cementiri de Collserola perquè els usuaris puguin espargir les cendres passejant per un entorn de pau i tranquil·litat, aprofitant les extenses i verdes instal·lacions del recinte.","image/jpeg","1 fotografia","societats mercantils","http://hdl.handle.net/11703/102282","","http://www.cbsa.cat/espais-per-cendres/","CC-BY","openAccess","Còpia permesa amb finalitat d'estudi o recerca, citant la font ""Cementiris de Barcelona"". Per a qualsevol altre ús cal demanar autorització","Cementiris de Barcelona, S.A.","http://creativecommons.org/licenses/by/4.0/deed.ca","fotografies","CEMENTIRIS. Cremació. Cementiri de Collserola (Montcada i Reixac, Catalunya)","Camí d'accés al Bosc de les Cendres del Cementiri de Collserola","image",""
"Cementiris de Barcelona, S.A.","Barcelona. Districte 10. Sant Martí. Poblenou (Barcelona : Barri). Carmen Amaya, Carrer (Barcelona). Bisbe Josep Climent, Carrer del (Barcelona)",2014,2016,"El Departament Segon, és la part monumental del cementiri on s'enterrava la burgesia. Es diferencia de la part igualitària del cementiri.","image/jpeg","1 fotografia","societats mercantils","http://hdl.handle.net/11703/102643","","","CC-BY","openAccess","Còpia permesa amb finalitat d'estudi o recerca, citant la font ""Cementiris de Barcelona"". Per a qualsevol altre ús cal demanar autorització","Cementiris de Barcelona, S.A.","http://creativecommons.org/licenses/by/4.0/deed.ca","fotografies","CEMENTIRIS. Mausoleus. Tombes. Cementiri del Poblenou (Barcelona)","Departament Segon del Cementiri de Poblenou : escultures entre panteons","image",""
"Cementiris de Barcelona, S.A.","Barcelona. Districte 3. Sants-Montjuïc. Mare de Déu de Port, Carrer (Barcelona)",2013,2016,"La Col·lecció de Carrosses Fúnebres mostra la tradició funerària de la Barcelona de finals del segle XIX i principis del XX segons la classe social a la qual es pertanyia. Disposa de 13 carrosses originals, entre les quals destaquen cinc pel seu valor artístic i per la seva representativitat cultural de l’època:  Gòtica, Grand Doumont, Imperial, Estufa, Cotxe Usual (Aranya). El grup de les Carrosses Blanques, tenen una simbologia molt precisa: el blanc era el color de la puresa, la fidelitat i de la innocència, per això aquests vehicles s’utilitzaven per transportar nens i dones solteres.","image/jpeg","1 fotografia","societats mercantils","http://hdl.handle.net/11703/102684","http://www.cbsa.cat/colleccio/la-col%c2%b7leccio/","","CC-BY","openAccess","Còpia permesa amb finalitat d'estudi o recerca, citant la font ""Cementiris de Barcelona"". Per a qualsevol altre ús cal demanar autorització","Cementiris de Barcelona, S.A.","http://creativecommons.org/licenses/by/4.0/deed.ca","fotografies","Serveis funeraris. Vehicles de tracció animal. Ritus i cerimònies fúnebres. Cementiri de Montjuïc (Barcelona)","Col·lecció de Carrosses Fúnebres, al Cementiri de Montjuïc : carrosa Grand Doumont","image",""
"Cementiris de Barcelona, S.A.","Barcelona. Districte 10. Sant Martí. Poblenou (Barcelona : Barri). Carmen Amaya, Carrer (Barcelona). Bisbe Josep Climent, Carrer del (Barcelona)",2014,2016,"El Departament Segon, és la part monumental del cementiri on s'enterrava la burgesia. Es diferencia de la part igualitària del cementiri.","image/jpeg","1 fotografia","societats mercantils","http://hdl.handle.net/11703/102646","","","CC-BY","openAccess","Còpia permesa amb finalitat d'estudi o recerca, citant la font ""Cementiris de Barcelona"". Per a qualsevol altre ús cal demanar autorització","Cementiris de Barcelona, S.A.","http://creativecommons.org/licenses/by/4.0/deed.ca","fotografies","CEMENTIRIS. Mausoleus. Tombes. Cementiri del Poblenou (Barcelona)","Departament Segon del Cementiri de Poblenou : vistes de panteons","image",""
"Cementiris de Barcelona, S.A.","Barcelona. Districte 7. Horta-Guinardó. Vall d'Hebron, Passeig (Barcelona). Cementiri d'Horta, Plaça (Barcelona)",2006,2017,"El cementiri està dividit en quatre illes i va ser inaugurat el setembre de 1867. De construcció neoclàssica, el més destacable és l’església situada al fons, prop del mur, des de la qual es domina el recinte. Al voltant del passadís central, flanquejat de pins i xiprers, estan les sepultures més importants.","image/jpeg","1 fotografia","societats mercantils","http://hdl.handle.net/11703/102264","","","CC-BY","openAccess","Còpia permesa amb finalitat d'estudi o recerca, citant la font ""Cementiris de Barcelona"". Per a qualsevol altre ús cal demanar autorització","Cementiris de Barcelona, S.A.","http://creativecommons.org/licenses/by/4.0/deed.ca","fotografies","CEMENTIRIS. CEMENTIRI D'HORTA (BARCELONA). CREUS","Creu al carrer central del Cementiri d'Horta","image",""
"Cementiris de Barcelona, S.A.","Barcelona. Districte 7. Horta-Guinardó. Vall d'Hebron, Passeig (Barcelona). Cementiri d'Horta, Plaça (Barcelona)",2006,2017,"El cementiri està dividit en quatre illes i va ser inaugurat el setembre de 1867. De construcció neoclàssica, el més destacable és l’església situada al fons, prop del mur, des de la qual es domina el recinte. Al voltant del passadís central, flanquejat de pins i xiprers, estan les sepultures més importants.","image/jpeg","1 fotografia","societats mercantils","http://hdl.handle.net/11703/102261","","","CC-BY","openAccess","Còpia permesa amb finalitat d'estudi o recerca, citant la font ""Cementiris de Barcelona"". Per a qualsevol altre ús cal demanar autorització","Cementiris de Barcelona, S.A.","http://creativecommons.org/licenses/by/4.0/deed.ca","fotografies","CEMENTIRIS. SEPULCRES. Tombes. CEMENTIRI D'HORTA (BARCELONA)","Vistes del Cementiri d'Horta : carrer central amb creu al fons","image",""
"Cementiris de Barcelona, S.A.","Barcelona. Districte 10. Sant Martí. Poblenou (Barcelona : Barri). Carmen Amaya, Carrer (Barcelona). Bisbe Josep Climent, Carrer del (Barcelona)",2004,2016,"El cementiri de Poblenou ens brinda amb precioses escultures d'artistes com Fabiani o Joan Nolla.","image/jpeg","1 fotografia","societats mercantils","http://hdl.handle.net/11703/102648","","","CC-BY","openAccess","Còpia permesa amb finalitat d'estudi o recerca, citant la font ""Cementiris de Barcelona"". Per a qualsevol altre ús cal demanar autorització","Cementiris de Barcelona, S.A.","http://creativecommons.org/licenses/by/4.0/deed.ca","fotografies","CEMENTIRIS. ESCULTURES. MONUMENTS. Cementiri del Poblenou (Barcelona). Àngels en l'art","Escultura d'un àngel davant d'una creu al Cementiri de Poblenou","image",""
"Cementiris de Barcelona, S.A.","Barcelona. Districte 10. Sant Martí. Poblenou (Barcelona : Barri). Carmen Amaya, Carrer (Barcelona). Bisbe Josep Climent, Carrer del (Barcelona)",2004,2016,"El Departament 2n, és la part monumental del cementiri on s'enterrava la burgesia. Es diferencia de la part igualitària del cementiri.","image/jpeg","1 fotografia","societats mercantils","http://hdl.handle.net/11703/102657","","","CC-BY","openAccess","Còpia permesa amb finalitat d'estudi o recerca, citant la font ""Cementiris de Barcelona"". Per a qualsevol altre ús cal demanar autorització","Cementiris de Barcelona, S.A.","http://creativecommons.org/licenses/by/4.0/deed.ca","fotografies","CEMENTIRIS. Mausoleus. Tombes. Cementiri del Poblenou (Barcelona). CREUS","Departament Segon del Cementiri de Poblenou : vista de panteons","image",""
"Cementiris de Barcelona, S.A.","Barcelona. Districte 5. Sarrià-Sant Gervasi. Tres Torres (Barcelona : Barri). Cementiri de Sarrià, Camí (Barcelona)",2006,2017,"Sarrià no es va incorporar a Barcelona fins el 1921. Va ser l’últim municipi annexionat i, fins aleshores, havia estat un poblet que els estius s’omplia d’estiuejants que tenien el domicili principal a Barcelona i, per descomptat, la seva sepultura en un dels dos cementiris que aleshores hi havia a la ciutat, el del Poblenou i el de Montjuïc. Els primers escrits que fan referència al Cementiri de Sarrià es remunten al 1922. Es tracta del llibre de registres, on consten tant els difunts enterrats com les fitxes, en les quals es detallen la construcció de l’oficina, el dipòsit i altres serveis.","image/jpeg","1 fotografia","societats mercantils","http://hdl.handle.net/11703/102351","","http://www.cbsa.cat/cementiri-sarria/","CC-BY","openAccess","Còpia permesa amb finalitat d'estudi o recerca, citant la font ""Cementiris de Barcelona"". Per a qualsevol altre ús cal demanar autorització","Cementiris de Barcelona, S.A.","http://creativecommons.org/licenses/by/4.0/deed.ca","fotografies","Escultures i monuments. Àngels en l'art. CEMENTIRIS. Cementiri de Sarrià (Barcelona)","Escultura en relleu d'un àngel al Cementiri de Sarrià","image",""
"Cementiris de Barcelona, S.A.","Hospitalet de Llobregat (Catalunya)",2007,2017,"El Cementiri de Sants és un dels cementiris gestionats per Cementiris de Barcelona S.A., encara que territorialment pertany al municipi de l'Hospitalet de Llobregat. Els terrenys van ser comprats per l'antic municipi de Sants, per a la construcció d'aquest cementiri. Es va inaugurar oficialment l'any 1880. Amb l'annexió de Sants a Barcelona, el Cementiri de Sants va passar a l'Ajuntament de Barcelona. Adreça: Passatge del Cementiri, 1, al costat de la Travessera de Collblanc, 60-80. És un cementiri sense grans construccions funeràries, però, Sants és un cementiri força concorregut on es veuen sepultures molt visitades i ben cuidades.","image/jpeg","1 fotografia","societats mercantils","http://hdl.handle.net/11703/102396","","","CC-BY","openAccess","Còpia permesa amb finalitat d'estudi o recerca, citant la font ""Cementiris de Barcelona"". Per a qualsevol altre ús cal demanar autorització","Cementiris de Barcelona, S.A.","http://creativecommons.org/licenses/by/4.0/deed.ca","fotografies","CEMENTIRIS. SEPULCRES. Tombes. Cementiri de Sants (Hospitalet de Llobregat, Catalunya)","Vistes generals al Cementiri de Sants : camí amb xiprers","image",""
"Gilaberte Redondo, Andreu. Cementiris de Barcelona, S.A.","Barcelona. Districte 5. Sarrià-Sant Gervasi. Cementiri de Sant Gervasi, Camí (Barcelona)",2016,2017,"El cementiri de Sant Gervasi és un cementiri protegit com a bé cultural d'interès local i ens mostra gran varietat d'escultures i panteons, molts d'ells monumentals, predominant-hi l'eclecticisme.","image/jpeg","1 fotografia","societats mercantils","http://hdl.handle.net/11703/102518","","","CC-BY-NC-ND","openAccess","Còpia permesa amb finalitat d'estudi o recerca, citant la font ""Cementiris de Barcelona"". Per a qualsevol altre ús cal demanar autorització.","Cementiris de Barcelona, S.A.","http://creativecommons.org/licenses/by-nc-nd/4.0/deed.ca","fotografies","CEMENTIRIS. Tombes. MONUMENTS FUNERARIS. Cementiri de Sant Gervasi (Barcelona)","Detalls decoratius d'un panteó en forma de boles, al Cementiri de Sant Gervasi","image",""
"Cementiris de Barcelona, S.A.","Collserola, Serra de (Catalunya). Montcada i Reixac (Catalunya)",2015,2017,"El Bosc de cendres és un espai natural adaptat dins el Cementiri de Collserola perquè els usuaris puguin espargir les cendres passejant per un entorn de pau i tranquil·litat, aprofitant les extenses i verdes instal·lacions del recinte.","image/jpeg","1 fotografia","societats mercantils","http://hdl.handle.net/11703/102283","","http://www.cbsa.cat/espais-per-cendres/","CC-BY","openAccess","Còpia permesa amb finalitat d'estudi o recerca, citant la font ""Cementiris de Barcelona"". Per a qualsevol altre ús cal demanar autorització","Cementiris de Barcelona, S.A.","http://creativecommons.org/licenses/by/4.0/deed.ca","fotografies","CEMENTIRIS. Cremació. Cementiri de Collserola (Montcada i Reixac, Catalunya)","Camí d'accés al Bosc de les Cendres del Cementiri de Collserola : banc al bosc","image",""
"Cementiris de Barcelona, S.A.","Barcelona. Districte 4. Les Corts. Joan XXIII, Avinguda (Barcelona)",2006,2017,"El Cementiri de Les Corts és un recinte senzill que es va construir en relació a les necessitats del, aleshores, independent poble de les Corts. Com el cementiri de Sant Andreu, és un cementiri molt visitat i de d'inicis d'aquest any 2017 es realitzen visites guiades el primer dissabte de cada mes.","image/jpeg","1 fotografia","societats mercantils","http://hdl.handle.net/11703/102307","","http://www.cbsa.cat/ruta-les-corts/","CC-BY","openAccess","Còpia permesa amb finalitat d'estudi o recerca, citant la font ""Cementiris de Barcelona"". Per a qualsevol altre ús cal demanar autorització","Cementiris de Barcelona, S.A.","http://creativecommons.org/licenses/by/4.0/deed.ca","fotografies","Escultures i monuments. Àngels en l'art. CEMENTIRIS. Cementiri de Les Corts (Barcelona)","Escultura d'àngel sobre una sepultura al Cementiri de Les Corts","image",""
"Cementiris de Barcelona, S.A.","Barcelona. Districte 8. Nou Barris. Porta (Barcelona : Barri). Garrofers, Carrer (Barcelona)",2006,2017,"El cementiri de Sant Andreu fou inaugurat el 1839 i pertanyia a Sant Andreu del Palomar que formava part del Pla de Barcelona. Sembla que fou la primera població del Pla que va disposar de cementiri desprès de la construcció del de Poblenou.","image/jpeg","1 fotografia","societats mercantils","http://hdl.handle.net/11703/102343","","","CC-BY","openAccess","Còpia permesa amb finalitat d'estudi o recerca, citant la font ""Cementiris de Barcelona"". Per a qualsevol altre ús cal demanar autorització","Cementiris de Barcelona, S.A.","http://creativecommons.org/licenses/by/4.0/deed.ca","fotografies","SEPULCRES. Tombes. CEMENTIRIS. CEMENTIRI DE SANT ANDREU (BARCELONA)","Vistes generals al Cementiri de Sant Andreu : panteons","image",""
"Cementiris de Barcelona, S.A.","Collserola, Serra de (Catalunya). Montcada i Reixac (Catalunya)",2015,2017,"Espai natural adaptat dins el Cementiri de Collserola perquè els usuaris puguin espargir les cendres passejant per un entorn de pau i tranquil·litat, aprofitant les extenses i verdes instal·lacions del recinte.","image/jpeg","1 fotografia","societats mercantils","http://hdl.handle.net/11703/102274","","http://www.cbsa.cat/espais-per-cendres/","CC-BY","openAccess","Còpia permesa amb finalitat d'estudi o recerca, citant la font ""Cementiris de Barcelona"". Per a qualsevol altre ús cal demanar autorització","Cementiris de Barcelona, S.A.","http://creativecommons.org/licenses/by/4.0/deed.ca","fotografies","CEMENTIRIS. Cremació. Cementiri de Collserola (Montcada i Reixac, Catalunya)","Bosc de les Cendres al Cementiri de Collserola","image",""
"Gilaberte Redondo, Andreu. Cementiris de Barcelona, S.A.","Barcelona. Districte 5. Sarrià-Sant Gervasi. Cementiri de Sant Gervasi, Camí (Barcelona)",2016,2017,"El cementiri de Sant Gervasi és un cementiri protegit com a bé cultural d'interès local i ens mostra gran varietat d'escultures i panteons, molts d'ells monumentals, predominant-hi l'eclecticisme.","image/jpeg","1 fotografia","societats mercantils","http://hdl.handle.net/11703/102505","","","CC-BY-NC-ND","openAccess","Còpia permesa amb finalitat d'estudi o recerca, citant la font ""Cementiris de Barcelona"". Per a qualsevol altre ús cal demanar autorització.","Cementiris de Barcelona, S.A.","http://creativecommons.org/licenses/by-nc-nd/4.0/deed.ca","fotografies","CEMENTIRIS. Escultures i monuments. Cementiri de Sant Gervasi (Barcelona). CREUS","Làpida amb una creu, al Cementiri de Sant Gervasi","image",""
